Date,Quarter,Year,5 year bond yields,GDPm (Current Prices),GDP per capita,GNI per capita,Personal Income m,Unemployment Rate,Core inflation,Median Household Inc,Total Residential Properties,  1-Room Residential Properties,  2-Room Residential Properties,  3-Room Residential Properties,  4-Room Residential Properties,  5-Room Residential Properties,  Executive Properties,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,Stamp Duty,LTV Value
Aug-20,2020 3Q,2020,0.54,"119,305.70","73,081.00","84,542.00","63,472.70",2.9,99.65,"7,744.00",1079630,30918,59157,244549,426401,244595,65108,113.055,109.534,0.04,0.9
Sep-20,2020 3Q,2020,0.45,"119,305.70","73,081.00","84,542.00","63,472.70",2.9,99.82,"7,744.00",1079630,30918,59157,244549,426401,244595,65108,109.909,109.492,0.04,0.9
Oct-20,2020 4Q,2020,0.5,"127,300.90","73,081.00","84,542.00","63,768.40",2.9,99.84,"7,744.00",1079630,30918,59157,244549,426401,244595,65108,107.104,109.434,0.04,0.9
Nov-20,2020 4Q,2020,0.5,"127,300.90","73,081.00","84,542.00","63,768.40",2.9,99.87,"7,744.00",1079630,30918,59157,244549,426401,244595,65108,111.317,112.902,0.04,0.9
Dec-20,2020 4Q,2020,0.46,"127,300.90","73,081.00","84,542.00","63,768.40",2.9,99.98,"7,744.00",1079630,30918,59157,244549,426401,244595,65108,111.371,114.736,0.04,0.9
Jan-21,2021 1Q,2021,0.51,"134,386.70","87,308.00","104,402.00","64,703.70",2.7,100.12,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,110.728,114.661,0.04,0.9
Feb-21,2021 1Q,2021,0.69,"134,386.70","87,308.00","104,402.00","64,703.70",2.7,100.32,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,111.324,115.108,0.04,0.9
Mar-21,2021 1Q,2021,0.93,"134,386.70","87,308.00","104,402.00","64,703.70",2.7,100.36,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,112.839,118.692,0.04,0.9
Apr-21,2021 2Q,2021,0.77,"139,936.50","87,308.00","104,402.00","66,844.00",2.7,100.37,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,112.276,118.167,0.04,0.9
May-21,2021 2Q,2021,0.86,"139,936.50","87,308.00","104,402.00","66,844.00",2.7,100.51,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,110.65,118.117,0.04,0.9
Jun-21,2021 2Q,2021,0.91,"139,936.50","87,308.00","104,402.00","66,844.00",2.7,100.31,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,115.043,118.15,0.04,0.9
Jul-21,2021 3Q,2021,0.75,"143,735.20","87,308.00","104,402.00","67,540.20",2.7,100.54,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,128.056,118.41,0.04,0.9
Aug-21,2021 3Q,2021,0.79,"143,735.20","87,308.00","104,402.00","67,540.20",2.7,100.78,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,120.698,118.421,0.04,0.9
Sep-21,2021 3Q,2021,0.94,"143,735.20","87,308.00","104,402.00","67,540.20",2.7,101.01,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,128.122,118.327,0.04,0.9
Oct-21,2021 4Q,2021,1.46,"151,305.80","87,308.00","104,402.00","68,925.40",2.7,101.3,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,122.234,120.488,0.04,0.9
Nov-21,2021 4Q,2021,1.28,"151,305.80","87,308.00","104,402.00","68,925.40",2.7,101.52,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,129.162,120.346,0.04,0.9
Dec-21,2021 4Q,2021,1.36,"151,305.80","87,308.00","104,402.00","68,925.40",2.7,102.08,"8,220.00",1092898,30944,61692,247053,432107,247241,65115,133.707,123.023,0.04,0.85
Jan-22,2022 1Q,2022,1.57,"156,940.30","95,787.00","114,165.00","71,001.70",2.1,102.52,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,128.321,122.854,0.04,0.85
Feb-22,2022 1Q,2022,1.69,"156,940.30","95,787.00","114,165.00","71,001.70",2.1,102.52,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,129.594,126.804,0.04,0.85
Mar-22,2022 1Q,2022,2.29,"156,940.30","95,787.00","114,165.00","71,001.70",2.1,103.24,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,126.5,136.266,0.04,0.85
Apr-22,2022 2Q,2022,2.4,"164,263.50","95,787.00","114,165.00","71,787.80",2.1,103.7,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,141.209,139.058,0.04,0.85
May-22,2022 2Q,2022,2.5,"164,263.50","95,787.00","114,165.00","71,787.80",2.1,104.09,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,158.454,139.295,0.04,0.85
Jun-22,2022 2Q,2022,2.8,"164,263.50","95,787.00","114,165.00","71,787.80",2.1,104.76,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,155.481,139.329,0.04,0.85
Jul-22,2022 3Q,2022,2.57,"161,621.50","95,787.00","114,165.00","74,542.60",2.1,105.37,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,157.318,139.496,0.04,0.85
Aug-22,2022 3Q,2022,2.91,"161,621.50","95,787.00","114,165.00","74,542.60",2.1,105.89,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,162.053,139.338,0.04,0.85
Sep-22,2022 3Q,2022,3.54,"161,621.50","95,787.00","114,165.00","74,542.60",2.1,106.39,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,171.724,139.151,0.04,0.85
Oct-22,2022 4Q,2022,3.28,"160,720.50","95,787.00","114,165.00","76,600.80",2.1,106.5,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,174.744,134.063,0.04,0.85
Nov-22,2022 4Q,2022,2.94,"160,720.50","95,787.00","114,165.00","76,600.80",2.1,106.72,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,170.473,133.514,0.04,0.8
Dec-22,2022 4Q,2022,2.83,"160,720.50","95,787.00","114,165.00","76,600.80",2.1,107.32,"8,615.00",1110294,31318,67104,247819,439934,250421,65116,168.25,130.976,0.04,0.8
Jan-23,2023 1Q,2023,2.85,"159,541.20",#N/A,#N/A,"77,440.90",1.9,108.2,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,155.938,134.389,0.04,0.8
Feb-23,2023 1Q,2023,3.37,"159,541.20",#N/A,#N/A,"77,440.90",1.9,108.17,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164.167,134.473,0.04,0.8
Mar-23,2023 1Q,2023,2.94,"159,541.20",#N/A,#N/A,"77,440.90",1.9,108.44,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,154.178,134.634,0.06,0.8
Apr-23,2023 2Q,2023,2.82,"163,156.50",#N/A,#N/A,"79,248.60",1.9,108.86,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,134.899,134.489,0.06,0.8
May-23,2023 2Q,2023,2.89,"163,156.50",#N/A,#N/A,"79,248.60",1.9,108.96,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130.624,134.611,0.06,0.8
Jun-23,2023 2Q,2023,3.12,"163,156.50",#N/A,#N/A,"79,248.60",1.9,109.16,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129.174,134.399,0.06,0.8
Jul-23,2023 3Q,2023,2.98,"164,868.10",#N/A,#N/A,"80,545.10",1.9,109.38,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.829,134.211,0.06,0.8
Aug-23,2023 3Q,2023,3.11,"164,868.10",#N/A,#N/A,"80,545.10",1.9,109.47,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,129.357,134.471,0.06,0.8
Sep-23,2023 3Q,2023,3.34,"164,868.10",#N/A,#N/A,"80,545.10",1.9,109.6,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,128.143,134.687,0.06,0.8
Oct-23,2023 4Q,2023,3.28,#N/A,#N/A,#N/A,#N/A,1.9,110.03,"9,028.98",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,0.06,0.8
