Date,Quarter,Year,5 year bond yields,GDPm (Current Prices),GDP per capita,GNI per capita,Personal Income m,Unemployment Rate,Core inflation,Median Household Inc,Total Residential Properties,  1-Room Residential Properties,  2-Room Residential Properties,  3-Room Residential Properties,  4-Room Residential Properties,  5-Room Residential Properties,  Executive Properties,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,Stamp Duty,LTV Value
Jan-90,1990 1Q,1990,5.22,"16,669.50","22,901.00","23,134.00","9,046.80",#N/A,61.59,"2,296.00",623821,28697,42206,252044,202046,71754,21602,99.488,81.242,0.03,0.9
Feb-90,1990 1Q,1990,5.16,"16,669.50","22,901.00","23,134.00","9,046.80",#N/A,61.7,"2,296.00",623821,28697,42206,252044,202046,71754,21602,98.948,81.167,0.03,0.9
Mar-90,1990 1Q,1990,5.22,"16,669.50","22,901.00","23,134.00","9,046.80",#N/A,61.48,"2,296.00",623821,28697,42206,252044,202046,71754,21602,101.752,80.572,0.03,0.9
Apr-90,1990 2Q,1990,5.34,"17,087.70","22,901.00","23,134.00","9,460.30",#N/A,61.86,"2,296.00",623821,28697,42206,252044,202046,71754,21602,102.506,80.647,0.03,0.9
May-90,1990 2Q,1990,5.25,"17,087.70","22,901.00","23,134.00","9,460.30",#N/A,61.99,"2,296.00",623821,28697,42206,252044,202046,71754,21602,103.799,80.2,0.03,0.9
Jun-90,1990 2Q,1990,5.19,"17,087.70","22,901.00","23,134.00","9,460.30",#N/A,61.99,"2,296.00",623821,28697,42206,252044,202046,71754,21602,103.475,80.2,0.03,0.9
Jul-90,1990 3Q,1990,5.22,"17,930.10","22,901.00","23,134.00","9,962.40",#N/A,61.92,"2,296.00",623821,28697,42206,252044,202046,71754,21602,104.985,80.126,0.03,0.9
Aug-90,1990 3Q,1990,5.48,"17,930.10","22,901.00","23,134.00","9,962.40",#N/A,61.92,"2,296.00",623821,28697,42206,252044,202046,71754,21602,104.338,80.126,0.03,0.9
Sep-90,1990 3Q,1990,5.49,"17,930.10","22,901.00","23,134.00","9,962.40",#N/A,61.84,"2,296.00",623821,28697,42206,252044,202046,71754,21602,105.308,79.605,0.03,0.9
Oct-90,1990 4Q,1990,5.42,"18,805.00","22,901.00","23,134.00","10,073.90",#N/A,62.41,"2,296.00",623821,28697,42206,252044,202046,71754,21602,108.003,79.53,0.03,0.9
Nov-90,1990 4Q,1990,5.22,"18,805.00","22,901.00","23,134.00","10,073.90",#N/A,62.98,"2,296.00",623821,28697,42206,252044,202046,71754,21602,108.111,79.53,0.03,0.9
Dec-90,1990 4Q,1990,5.19,"18,805.00","22,901.00","23,134.00","10,073.90",#N/A,63.45,"2,296.00",623821,28697,42206,252044,202046,71754,21602,108.65,79.456,0.03,0.9
Jan-91,1991 1Q,1991,5.2,"18,521.00","24,674.00","25,053.00","10,509.50",#N/A,63.56,"2,442.94",626313,28125,38445,248358,207773,74714,23426,107.788,81.242,0.03,0.9
Feb-91,1991 1Q,1991,5.11,"18,521.00","24,674.00","25,053.00","10,509.50",#N/A,64.02,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.758,81.018,0.03,0.9
Mar-91,1991 1Q,1991,5.03,"18,521.00","24,674.00","25,053.00","10,509.50",#N/A,63.91,"2,442.94",626313,28125,38445,248358,207773,74714,23426,109.19,81.242,0.03,0.9
Apr-91,1991 2Q,1991,5.02,"19,058.10","24,674.00","25,053.00","10,810.40",#N/A,64.23,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.65,78.638,0.03,0.9
May-91,1991 2Q,1991,5.03,"19,058.10","24,674.00","25,053.00","10,810.40",#N/A,64.32,"2,442.94",626313,28125,38445,248358,207773,74714,23426,107.14,78.712,0.03,0.9
Jun-91,1991 2Q,1991,5.08,"19,058.10","24,674.00","25,053.00","10,810.40",#N/A,64.35,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.218,78.712,0.03,0.9
Jul-91,1991 3Q,1991,5.08,"20,151.60","24,674.00","25,053.00","10,990.00",#N/A,64.46,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.65,78.563,0.03,0.9
Aug-91,1991 3Q,1991,5.15,"20,151.60","24,674.00","25,053.00","10,990.00",#N/A,64.41,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.542,78.415,0.03,0.9
Sep-91,1991 3Q,1991,4.98,"20,151.60","24,674.00","25,053.00","10,990.00",#N/A,64.53,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.758,78.488,0.03,0.9
Oct-91,1991 4Q,1991,4.82,"20,812.10","24,674.00","25,053.00","11,158.10",#N/A,64.63,"2,442.94",626313,28125,38445,248358,207773,74714,23426,108.326,81.986,0.03,0.9
Nov-91,1991 4Q,1991,4.72,"20,812.10","24,674.00","25,053.00","11,158.10",#N/A,64.67,"2,442.94",626313,28125,38445,248358,207773,74714,23426,107.357,81.167,0.03,0.9
Dec-91,1991 4Q,1991,4.68,"20,812.10","24,674.00","25,053.00","11,158.10",#N/A,65.2,"2,442.94",626313,28125,38445,248358,207773,74714,23426,106.17,81.465,0.03,0.9
Jan-92,1992 1Q,1992,4.27,"19,958.90","26,301.00","26,285.00","11,220.50",1.8,65.06,"2,599.29",641016,27470,36671,247030,211455,83213,29713,105.74,80.869,0.03,0.9
Feb-92,1992 1Q,1992,4.08,"19,958.90","26,301.00","26,285.00","11,220.50",1.8,65.09,"2,599.29",641016,27470,36671,247030,211455,83213,29713,105.74,80.869,0.03,0.9
Mar-92,1992 1Q,1992,4.06,"19,958.90","26,301.00","26,285.00","11,220.50",1.8,64.97,"2,599.29",641016,27470,36671,247030,211455,83213,29713,106.602,80.126,0.03,0.9
Apr-92,1992 2Q,1992,4.26,"20,381.90","26,301.00","26,285.00","11,271.90",1.8,65.21,"2,599.29",641016,27470,36671,247030,211455,83213,29713,105.417,79.456,0.03,0.9
May-92,1992 2Q,1992,4.14,"20,381.90","26,301.00","26,285.00","11,271.90",1.8,65.44,"2,599.29",641016,27470,36671,247030,211455,83213,29713,105.092,80.2,0.03,0.9
Jun-92,1992 2Q,1992,4.08,"20,381.90","26,301.00","26,285.00","11,271.90",1.8,65.43,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.72,78.415,0.03,0.9
Jul-92,1992 3Q,1992,3.99,"21,674.30","26,301.00","26,285.00","11,445.00",1.8,65.58,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.72,77.82,0.03,0.9
Aug-92,1992 3Q,1992,4.01,"21,674.30","26,301.00","26,285.00","11,445.00",1.8,65.4,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.398,77.82,0.03,0.9
Sep-92,1992 3Q,1992,3.8,"21,674.30","26,301.00","26,285.00","11,445.00",1.8,65.46,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.398,77.224,0.03,0.9
Oct-92,1992 4Q,1992,3.67,"22,905.10","26,301.00","26,285.00","11,705.50",1.8,65.56,"2,599.29",641016,27470,36671,247030,211455,83213,29713,101.968,77.299,0.03,0.9
Nov-92,1992 4Q,1992,3.82,"22,905.10","26,301.00","26,285.00","11,705.50",1.8,65.71,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.074,76.852,0.03,0.9
Dec-92,1992 4Q,1992,3.79,"22,905.10","26,301.00","26,285.00","11,705.50",1.8,65.87,"2,599.29",641016,27470,36671,247030,211455,83213,29713,102.506,77.075,0.03,0.9
Jan-93,1993 1Q,1993,3.73,"22,554.20","28,929.00","29,553.00","11,938.00",1.8,66.46,"2,765.65",655487,27446,36682,244824,215467,90431,35173,101.428,76.108,0.03,0.9
Feb-93,1993 1Q,1993,3.57,"22,554.20","28,929.00","29,553.00","11,938.00",1.8,66.08,"2,765.65",655487,27446,36682,244824,215467,90431,35173,100.89,76.182,0.03,0.9
Mar-93,1993 1Q,1993,3.11,"22,554.20","28,929.00","29,553.00","11,938.00",1.8,66.21,"2,765.65",655487,27446,36682,244824,215467,90431,35173,102.398,76.108,0.03,0.9
Apr-93,1993 2Q,1993,3.07,"23,633.70","28,929.00","29,553.00","12,353.70",1.8,66.32,"2,765.65",655487,27446,36682,244824,215467,90431,35173,102.937,76.108,0.03,0.9
May-93,1993 2Q,1993,3.15,"23,633.70","28,929.00","29,553.00","12,353.70",1.8,66.51,"2,765.65",655487,27446,36682,244824,215467,90431,35173,104.662,75.885,0.03,0.9
Jun-93,1993 2Q,1993,2.9,"23,633.70","28,929.00","29,553.00","12,353.70",1.8,66.49,"2,765.65",655487,27446,36682,244824,215467,90431,35173,104.985,75.885,0.03,0.9
Jul-93,1993 3Q,1993,2.88,"24,980.30","28,929.00","29,553.00","12,629.80",1.8,66.79,"2,765.65",655487,27446,36682,244824,215467,90431,35173,105.524,76.257,0.03,0.9
Aug-93,1993 3Q,1993,2.9,"24,980.30","28,929.00","29,553.00","12,629.80",1.8,66.65,"2,765.65",655487,27446,36682,244824,215467,90431,35173,107.248,75.513,0.03,0.9
Sep-93,1993 3Q,1993,2.94,"24,980.30","28,929.00","29,553.00","12,629.80",1.8,66.59,"2,765.65",655487,27446,36682,244824,215467,90431,35173,108.326,75.439,0.03,0.9
Oct-93,1993 4Q,1993,2.69,"26,754.90","28,929.00","29,553.00","13,132.50",1.8,66.74,"2,765.65",655487,27446,36682,244824,215467,90431,35173,107.788,75.364,0.03,0.9
Nov-93,1993 4Q,1993,2.67,"26,754.90","28,929.00","29,553.00","13,132.50",1.8,66.89,"2,765.65",655487,27446,36682,244824,215467,90431,35173,107.896,75.364,0.03,0.9
Dec-93,1993 4Q,1993,2.94,"26,754.90","28,929.00","29,553.00","13,132.50",1.8,67.01,"2,765.65",655487,27446,36682,244824,215467,90431,35173,108.218,74.843,0.03,0.9
Jan-94,1994 1Q,1994,3.17,"26,288.30","32,963.00","32,921.00","13,622.80",1.6,67.24,"2,942.65",676558,26769,36127,242128,224417,100899,40754,109.19,73.281,0.03,0.9
Feb-94,1994 1Q,1994,3.19,"26,288.30","32,963.00","32,921.00","13,622.80",1.6,67.7,"2,942.65",676558,26769,36127,242128,224417,100899,40754,108.326,73.207,0.03,0.9
Mar-94,1994 1Q,1994,3.24,"26,288.30","32,963.00","32,921.00","13,622.80",1.6,67.47,"2,942.65",676558,26769,36127,242128,224417,100899,40754,108.003,73.728,0.03,0.9
Apr-94,1994 2Q,1994,3.39,"26,949.00","32,963.00","32,921.00","13,950.00",1.6,67.85,"2,942.65",676558,26769,36127,242128,224417,100899,40754,108.003,74.546,0.03,0.9
May-94,1994 2Q,1994,3.49,"26,949.00","32,963.00","32,921.00","13,950.00",1.6,68.15,"2,942.65",676558,26769,36127,242128,224417,100899,40754,107.033,74.397,0.03,0.9
Jun-94,1994 2Q,1994,3.65,"26,949.00","32,963.00","32,921.00","13,950.00",1.6,68.44,"2,942.65",676558,26769,36127,242128,224417,100899,40754,106.17,74.174,0.03,0.9
Jul-94,1994 3Q,1994,3.71,"29,045.00","32,963.00","32,921.00","14,441.60",1.6,68.56,"2,942.65",676558,26769,36127,242128,224417,100899,40754,106.817,73.95,0.03,0.9
Aug-94,1994 3Q,1994,3.73,"29,045.00","32,963.00","32,921.00","14,441.60",1.6,68.6,"2,942.65",676558,26769,36127,242128,224417,100899,40754,108.542,74.322,0.03,0.9
Sep-94,1994 3Q,1994,3.7,"29,045.00","32,963.00","32,921.00","14,441.60",1.6,68.57,"2,942.65",676558,26769,36127,242128,224417,100899,40754,107.033,73.801,0.03,0.9
Oct-94,1994 4Q,1994,3.86,"30,273.10","32,963.00","32,921.00","14,981.40",1.6,68.72,"2,942.65",676558,26769,36127,242128,224417,100899,40754,106.71,73.801,0.03,0.9
Nov-94,1994 4Q,1994,3.93,"30,273.10","32,963.00","32,921.00","14,981.40",1.6,68.83,"2,942.65",676558,26769,36127,242128,224417,100899,40754,106.386,73.728,0.03,0.9
Dec-94,1994 4Q,1994,3.92,"30,273.10","32,963.00","32,921.00","14,981.40",1.6,68.82,"2,942.65",676558,26769,36127,242128,224417,100899,40754,106.493,73.728,0.03,0.9
Jan-95,1995 1Q,1995,4.01,"28,926.80","35,569.00","35,314.00","15,352.30",1.9,69.28,"3,135.00",700060,25930,35165,241085,236798,111664,44100,106.936,76.316,0.03,0.9
Feb-95,1995 1Q,1995,3.91,"28,926.80","35,569.00","35,314.00","15,352.30",1.9,69.52,"3,135.00",700060,25930,35165,241085,236798,111664,44100,107.055,76.272,0.03,0.9
Mar-95,1995 1Q,1995,3.29,"28,926.80","35,569.00","35,314.00","15,352.30",1.9,69.36,"3,135.00",700060,25930,35165,241085,236798,111664,44100,106.72,75.483,0.03,0.9
Apr-95,1995 2Q,1995,2.82,"30,105.40","35,569.00","35,314.00","15,769.50",1.9,69.63,"3,135.00",700060,25930,35165,241085,236798,111664,44100,106.225,73.787,0.03,0.9
May-95,1995 2Q,1995,2.45,"30,105.40","35,569.00","35,314.00","15,769.50",1.9,69.74,"3,135.00",700060,25930,35165,241085,236798,111664,44100,106.377,74.129,0.03,0.9
Jun-95,1995 2Q,1995,2.57,"30,105.40","35,569.00","35,314.00","15,769.50",1.9,69.76,"3,135.00",700060,25930,35165,241085,236798,111664,44100,107.54,73.251,0.03,0.9
Jul-95,1995 3Q,1995,3.15,"32,070.80","35,569.00","35,314.00","16,261.70",1.9,69.79,"3,135.00",700060,25930,35165,241085,236798,111664,44100,108.316,73.824,0.03,0.9
Aug-95,1995 3Q,1995,3.07,"32,070.80","35,569.00","35,314.00","16,261.70",1.9,69.9,"3,135.00",700060,25930,35165,241085,236798,111664,44100,108.359,74.546,0.03,0.9
Sep-95,1995 3Q,1995,2.96,"32,070.80","35,569.00","35,314.00","16,261.70",1.9,69.9,"3,135.00",700060,25930,35165,241085,236798,111664,44100,108.779,74.047,0.03,0.9
Oct-95,1995 4Q,1995,2.86,"33,360.30","35,569.00","35,314.00","16,655.60",1.9,69.89,"3,135.00",700060,25930,35165,241085,236798,111664,44100,109.135,73.839,0.03,0.9
Nov-95,1995 4Q,1995,2.83,"33,360.30","35,569.00","35,314.00","16,655.60",1.9,70.12,"3,135.00",700060,25930,35165,241085,236798,111664,44100,109.005,72.879,0.03,0.9
Dec-95,1995 4Q,1995,2.75,"33,360.30","35,569.00","35,314.00","16,655.60",1.9,70.04,"3,135.00",700060,25930,35165,241085,236798,111664,44100,108.995,74.382,0.03,0.9
Jan-96,1996 1Q,1996,2.74,"32,774.30","36,724.00","36,989.00","17,022.40",1.8,70.23,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.285,73.095,0.03,0.9
Feb-96,1996 1Q,1996,2.7,"32,774.30","36,724.00","36,989.00","17,022.40",1.8,70.91,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.19,72.842,0.03,0.9
Mar-96,1996 1Q,1996,2.29,"32,774.30","36,724.00","36,989.00","17,022.40",1.8,70.51,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.566,72.232,0.03,0.9
Apr-96,1996 2Q,1996,2.29,"33,179.00","36,724.00","36,989.00","17,330.40",1.8,70.72,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.598,72.82,0.03,0.9
May-96,1996 2Q,1996,2.29,"33,179.00","36,724.00","36,989.00","17,330.40",1.8,70.94,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.717,72.009,0.03,0.9
Jun-96,1996 2Q,1996,2.32,"33,179.00","36,724.00","36,989.00","17,330.40",1.8,71.03,"3,367.00",725144,25540,34939,240164,252809,121486,46134,110.299,72.329,0.03,0.9
Jul-96,1996 3Q,1996,2.51,"33,910.50","36,724.00","36,989.00","17,614.50",1.8,71.08,"3,367.00",725144,25540,34939,240164,252809,121486,46134,110.128,72.872,0.03,0.9
Aug-96,1996 3Q,1996,2.45,"33,910.50","36,724.00","36,989.00","17,614.50",1.8,71.21,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.964,72.039,0.03,0.9
Sep-96,1996 3Q,1996,2.53,"33,910.50","36,724.00","36,989.00","17,614.50",1.8,71.22,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.728,72.477,0.03,0.9
Oct-96,1996 4Q,1996,2.84,"35,913.40","36,724.00","36,989.00","17,927.80",1.8,71.21,"3,367.00",725144,25540,34939,240164,252809,121486,46134,110.04,71.838,0.03,0.9
Nov-96,1996 4Q,1996,3.03,"35,913.40","36,724.00","36,989.00","17,927.80",1.8,71.38,"3,367.00",725144,25540,34939,240164,252809,121486,46134,109.156,72.634,0.03,0.9
Dec-96,1996 4Q,1996,2.98,"35,913.40","36,724.00","36,989.00","17,927.80",1.8,71.51,"3,367.00",725144,25540,34939,240164,252809,121486,46134,108.952,71.042,0.03,0.9
Jan-97,1997 1Q,1997,2.94,"34,790.50","39,930.00","39,163.00","18,318.50",1.4,71.52,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.53,69.628,0.03,0.9
Feb-97,1997 1Q,1997,2.95,"34,790.50","39,930.00","39,163.00","18,318.50",1.4,72.09,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.217,68.847,0.03,0.9
Mar-97,1997 1Q,1997,3.18,"34,790.50","39,930.00","39,163.00","18,318.50",1.4,71.67,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.444,68.78,0.03,0.9
Apr-97,1997 2Q,1997,3.15,"36,840.40","39,930.00","39,163.00","18,846.10",1.4,71.79,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.39,68.252,0.03,0.9
May-97,1997 2Q,1997,3.46,"36,840.40","39,930.00","39,163.00","18,846.10",1.4,71.82,"3,617.00",755313,25182,34610,239562,267517,134051,50320,111.937,68.252,0.03,0.9
Jun-97,1997 2Q,1997,3.39,"36,840.40","39,930.00","39,163.00","18,846.10",1.4,71.81,"3,617.00",755313,25182,34610,239562,267517,134051,50320,111.733,68.817,0.03,0.9
Jul-97,1997 3Q,1997,3.4,"38,251.60","39,930.00","39,163.00","19,301.00",1.4,72.02,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.261,68.177,0.03,0.9
Aug-97,1997 3Q,1997,3.61,"38,251.60","39,930.00","39,163.00","19,301.00",1.4,72.35,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.486,68.415,0.03,0.9
Sep-97,1997 3Q,1997,3.59,"38,251.60","39,930.00","39,163.00","19,301.00",1.4,72.55,"3,617.00",755313,25182,34610,239562,267517,134051,50320,111.839,68.572,0.03,0.9
Oct-97,1997 4Q,1997,3.56,"38,781.90","39,930.00","39,163.00","19,629.70",1.4,72.41,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.056,69.063,0.03,0.9
Nov-97,1997 4Q,1997,3.96,"38,781.90","39,930.00","39,163.00","19,629.70",1.4,72.53,"3,617.00",755313,25182,34610,239562,267517,134051,50320,111.916,68.944,0.03,0.9
Dec-97,1997 4Q,1997,3.89,"38,781.90","39,930.00","39,163.00","19,629.70",1.4,72.53,"3,617.00",755313,25182,34610,239562,267517,134051,50320,112.767,68.691,0.03,0.9
Jan-98,1998 1Q,1998,4.01,"35,996.40","37,072.00","36,534.00","19,741.40",1.9,72.91,"3,692.00",790898,25161,34592,238860,282601,150556,55711,115.807,68.415,0.03,0.9
Feb-98,1998 1Q,1998,3.92,"35,996.40","37,072.00","36,534.00","19,741.40",1.9,72.82,"3,692.00",790898,25161,34592,238860,282601,150556,55711,114.384,67.746,0.03,0.9
Mar-98,1998 1Q,1998,3.98,"35,996.40","37,072.00","36,534.00","19,741.40",1.9,72.41,"3,692.00",790898,25161,34592,238860,282601,150556,55711,110.299,67.002,0.03,0.9
Apr-98,1998 2Q,1998,3.89,"35,854.70","37,072.00","36,534.00","19,802.00",1.9,72.46,"3,692.00",790898,25161,34592,238860,282601,150556,55711,109.254,66.466,0.03,0.9
May-98,1998 2Q,1998,3.95,"35,854.70","37,072.00","36,534.00","19,802.00",1.9,72.21,"3,692.00",790898,25161,34592,238860,282601,150556,55711,107.765,66.823,0.03,0.9
Jun-98,1998 2Q,1998,3.94,"35,854.70","37,072.00","36,534.00","19,802.00",1.9,72.1,"3,692.00",790898,25161,34592,238860,282601,150556,55711,101.158,66.66,0.03,0.9
Jul-98,1998 3Q,1998,4.04,"35,884.40","37,072.00","36,534.00","19,480.90",1.9,72.2,"3,692.00",790898,25161,34592,238860,282601,150556,55711,100.683,68.289,0.03,0.9
Aug-98,1998 3Q,1998,4.76,"35,884.40","37,072.00","36,534.00","19,480.90",1.9,72.24,"3,692.00",790898,25161,34592,238860,282601,150556,55711,99.456,66.607,0.03,0.9
Sep-98,1998 3Q,1998,4.88,"35,884.40","37,072.00","36,534.00","19,480.90",1.9,72.25,"3,692.00",790898,25161,34592,238860,282601,150556,55711,97.666,66.176,0.03,0.9
Oct-98,1998 4Q,1998,3.95,"35,739.40","37,072.00","36,534.00","18,860.50",1.9,72.19,"3,692.00",790898,25161,34592,238860,282601,150556,55711,91.662,65.886,0.03,0.9
Nov-98,1998 4Q,1998,4.16,"35,739.40","37,072.00","36,534.00","18,860.50",1.9,72.44,"3,692.00",790898,25161,34592,238860,282601,150556,55711,90.974,65.276,0.03,0.9
Dec-98,1998 4Q,1998,3.8,"35,739.40","37,072.00","36,534.00","18,860.50",1.9,72.29,"3,692.00",790898,25161,34592,238860,282601,150556,55711,88.645,65.29,0.03,0.9
Jan-99,1999 1Q,1999,3.54,"33,909.90","37,363.00","36,945.00","18,382.80",2.7,72.6,"3,500.00",823760,24920,34180,237433,296109,167365,60403,89.733,62.925,0.03,0.9
Feb-99,1999 1Q,1999,3.66,"33,909.90","37,363.00","36,945.00","18,382.80",2.7,72.73,"3,500.00",823760,24920,34180,237433,296109,167365,60403,89.291,62.471,0.03,0.9
Mar-99,1999 1Q,1999,3.43,"33,909.90","37,363.00","36,945.00","18,382.80",2.7,72.43,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.358,62.106,0.03,0.9
Apr-99,1999 2Q,1999,3.03,"36,198.80","37,363.00","36,945.00","18,778.70",2.7,72.72,"3,500.00",823760,24920,34180,237433,296109,167365,60403,87.254,61.57,0.03,0.9
May-99,1999 2Q,1999,3.66,"36,198.80","37,363.00","36,945.00","18,778.70",2.7,72.8,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.424,61.006,0.03,0.9
Jun-99,1999 2Q,1999,3.79,"36,198.80","37,363.00","36,945.00","18,778.70",2.7,72.63,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.705,60.314,0.03,0.9
Jul-99,1999 3Q,1999,4.14,"37,466.30","37,363.00","36,945.00","18,936.20",2.7,72.93,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.898,59.354,0.03,0.9
Aug-99,1999 3Q,1999,3.93,"37,466.30","37,363.00","36,945.00","18,936.20",2.7,72.86,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.823,59.25,0.03,0.9
Sep-99,1999 3Q,1999,3.54,"37,466.30","37,363.00","36,945.00","18,936.20",2.7,72.77,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.888,59.265,0.03,0.9
Oct-99,1999 4Q,1999,3.77,"38,677.50","37,363.00","36,945.00","19,595.70",2.7,72.69,"3,500.00",823760,24920,34180,237433,296109,167365,60403,86.273,59.168,0.03,0.9
Nov-99,1999 4Q,1999,3.67,"38,677.50","37,363.00","36,945.00","19,595.70",2.7,72.81,"3,500.00",823760,24920,34180,237433,296109,167365,60403,85.734,59.108,0.03,0.9
Dec-99,1999 4Q,1999,3.7,"38,677.50","37,363.00","36,945.00","19,595.70",2.7,72.87,"3,500.00",823760,24920,34180,237433,296109,167365,60403,84.742,57.814,0.03,0.9
Jan-00,2000 1Q,2000,3.96,"38,264.80","40,870.00","41,121.00","20,523.90",3.4,73.29,"4,000.00",846649,23623,33741,234997,306001,181498,63439,84.777,59.826,0.03,0.9
Feb-00,2000 1Q,2000,3.75,"38,264.80","40,870.00","41,121.00","20,523.90",3.4,73.65,"4,000.00",846649,23623,33741,234997,306001,181498,63439,84.133,59.749,0.03,0.9
Mar-00,2000 1Q,2000,3.73,"38,264.80","40,870.00","41,121.00","20,523.90",3.4,73.36,"4,000.00",846649,23623,33741,234997,306001,181498,63439,84.518,59.572,0.03,0.9
Apr-00,2000 2Q,2000,3.72,"40,050.20","40,870.00","41,121.00","20,540.60",3.4,73.39,"4,000.00",846649,23623,33741,234997,306001,181498,63439,85.348,59.167,0.03,0.9
May-00,2000 2Q,2000,3.83,"40,050.20","40,870.00","41,121.00","20,540.60",3.4,73.28,"4,000.00",846649,23623,33741,234997,306001,181498,63439,83.615,59.717,0.03,0.9
Jun-00,2000 2Q,2000,3.86,"40,050.20","40,870.00","41,121.00","20,540.60",3.4,73.36,"4,000.00",846649,23623,33741,234997,306001,181498,63439,83.866,59.393,0.03,0.9
Jul-00,2000 3Q,2000,3.88,"42,949.80","40,870.00","41,121.00","21,299.60",3.4,73.76,"4,000.00",846649,23623,33741,234997,306001,181498,63439,83.765,59.731,0.03,0.9
Aug-00,2000 3Q,2000,3.84,"42,949.80","40,870.00","41,121.00","21,299.60",3.4,74.22,"4,000.00",846649,23623,33741,234997,306001,181498,63439,85.618,59.603,0.03,0.9
Sep-00,2000 3Q,2000,3.72,"42,949.80","40,870.00","41,121.00","21,299.60",3.4,74.15,"4,000.00",846649,23623,33741,234997,306001,181498,63439,85.442,59.203,0.03,0.9
Oct-00,2000 4Q,2000,3.7,"44,367.60","40,870.00","41,121.00","22,180.60",3.4,74.19,"4,000.00",846649,23623,33741,234997,306001,181498,63439,85.848,59.473,0.03,0.9
Nov-00,2000 4Q,2000,3.5,"44,367.60","40,870.00","41,121.00","22,180.60",3.4,74.53,"4,000.00",846649,23623,33741,234997,306001,181498,63439,87.443,58.905,0.03,0.9
Dec-00,2000 4Q,2000,3.44,"44,367.60","40,870.00","41,121.00","22,180.60",3.4,74.65,"4,000.00",846649,23623,33741,234997,306001,181498,63439,87.937,59.157,0.03,0.9
Jan-01,2001 1Q,2001,3.16,"41,459.40","38,620.00","38,880.00","22,656.20",2.2,75.12,"4,363.00",863552,21812,31514,233153,314610,194032,64487,87.31,58.161,0.03,0.9
Feb-01,2001 1Q,2001,3.01,"41,459.40","38,620.00","38,880.00","22,656.20",2.2,74.98,"4,363.00",863552,21812,31514,233153,314610,194032,64487,86.9,57.838,0.03,0.9
Mar-01,2001 1Q,2001,3.11,"41,459.40","38,620.00","38,880.00","22,656.20",2.2,75.03,"4,363.00",863552,21812,31514,233153,314610,194032,64487,87.374,60.466,0.03,0.9
Apr-01,2001 2Q,2001,3.04,"40,180.20","38,620.00","38,880.00","21,534.30",2.2,75.29,"4,363.00",863552,21812,31514,233153,314610,194032,64487,88.104,57.859,0.03,0.9
May-01,2001 2Q,2001,2.96,"40,180.20","38,620.00","38,880.00","21,534.30",2.2,74.96,"4,363.00",863552,21812,31514,233153,314610,194032,64487,88.476,56.537,0.03,0.9
Jun-01,2001 2Q,2001,2.97,"40,180.20","38,620.00","38,880.00","21,534.30",2.2,74.75,"4,363.00",863552,21812,31514,233153,314610,194032,64487,87.88,57.247,0.03,0.9
Jul-01,2001 3Q,2001,2.92,"39,432.80","38,620.00","38,880.00","21,842.00",2.2,75.14,"4,363.00",863552,21812,31514,233153,314610,194032,64487,88.841,56.709,0.03,0.9
Aug-01,2001 3Q,2001,2.88,"39,432.80","38,620.00","38,880.00","21,842.00",2.2,75.06,"4,363.00",863552,21812,31514,233153,314610,194032,64487,86.415,56.214,0.03,0.9
Sep-01,2001 3Q,2001,2.9,"39,432.80","38,620.00","38,880.00","21,842.00",2.2,74.94,"4,363.00",863552,21812,31514,233153,314610,194032,64487,85.704,56.655,0.03,0.9
Oct-01,2001 4Q,2001,2.35,"39,813.20","38,620.00","38,880.00","21,817.80",2.2,74.82,"4,363.00",863552,21812,31514,233153,314610,194032,64487,84.651,57.123,0.03,0.9
