Date,Quarter,Year,5 year bond yields,GDPm (Current Prices),GDP per capita,GNI per capita,Personal Income m,Unemployment Rate,Core inflation,Median Household Inc,Total Residential Properties,  1-Room Residential Properties,  2-Room Residential Properties,  3-Room Residential Properties,  4-Room Residential Properties,  5-Room Residential Properties,  Executive Properties,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,Stamp Duty,LTV Value,yearly core inflation,yearly cement inflation,yearly clay inflation
1998-06-01,1998 2Q,1998,3.94,35854.7,37072.0,36534.0,19802.0,1.9,72.1,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,101.158,66.66,0.03,0.9,-0.0015233347181831114,-0.061309330487635094,-0.0024392798886609945
1998-07-01,1998 3Q,1998,4.04,35884.4,37072.0,36534.0,19480.9,1.9,72.2,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,100.683,68.289,0.03,0.9,0.0013869625520113171,-0.004695624666363418,0.02443744374437462
1998-08-01,1998 3Q,1998,4.76,35884.4,37072.0,36534.0,19480.9,1.9,72.24,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,99.456,66.607,0.03,0.9,0.0005540166204984764,-0.012186764399153782,-0.024630614008112617
1998-09-01,1998 3Q,1998,4.88,35884.4,37072.0,36534.0,19480.9,1.9,72.25,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,97.666,66.176,0.03,0.9,0.00013842746400882788,-0.01799790862290873,-0.00647079135826556
1998-10-01,1998 4Q,1998,3.95,35739.4,37072.0,36534.0,18860.5,1.9,72.19,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,91.662,65.886,0.03,0.9,-0.0008304498269896543,-0.061474822353736136,-0.0043822533849130485
1998-11-01,1998 4Q,1998,4.16,35739.4,37072.0,36534.0,18860.5,1.9,72.44,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,90.974,65.276,0.03,0.9,0.0034630835295748064,-0.007505836660775533,-0.009258416051968532
1998-12-01,1998 4Q,1998,3.8,35739.4,37072.0,36534.0,18860.5,1.9,72.29,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,88.645,65.29,0.03,0.9,-0.0020706791827718174,-0.025600721085145328,0.000214473926098524
1999-01-01,1999 1Q,1999,3.54,33909.9,37363.0,36945.0,18382.8,2.7,72.6,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,89.733,62.925,0.03,0.9,0.004288283303361284,0.012273675898245795,-0.036223005054372925
1999-02-01,1999 1Q,1999,3.66,33909.9,37363.0,36945.0,18382.8,2.7,72.73,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,89.291,62.471,0.03,0.9,0.001790633608815595,-0.004925724092585848,-0.007214938418752537
1999-03-01,1999 1Q,1999,3.43,33909.9,37363.0,36945.0,18382.8,2.7,72.43,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.358,62.106,0.03,0.9,-0.004124845318300485,-0.03284765541879908,-0.005842711017912228
1999-04-01,1999 2Q,1999,3.03,36198.8,37363.0,36945.0,18778.7,2.7,72.72,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,87.254,61.57,0.03,0.9,0.004003865801463391,0.010375413974385683,-0.008630406079927933
1999-05-01,1999 2Q,1999,3.66,36198.8,37363.0,36945.0,18778.7,2.7,72.8,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.424,61.006,0.03,0.9,0.0011001100110010764,-0.009512457881587055,-0.009160305343511421
1999-06-01,1999 2Q,1999,3.79,36198.8,37363.0,36945.0,18778.7,2.7,72.63,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.705,60.314,0.03,0.9,-0.002335164835164827,0.0032514116449133823,-0.011343146575746643
1999-07-01,1999 3Q,1999,4.14,37466.3,37363.0,36945.0,18936.2,2.7,72.93,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.898,59.354,0.03,0.9,0.004130524576621442,0.0022259385271898857,-0.015916702589780174
1999-08-01,1999 3Q,1999,3.93,37466.3,37363.0,36945.0,18936.2,2.7,72.86,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.823,59.25,0.03,0.9,-0.0009598244892363716,-0.0008630808534143553,-0.0017521986723725291
1999-09-01,1999 3Q,1999,3.54,37466.3,37363.0,36945.0,18936.2,2.7,72.77,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.888,59.265,0.03,0.9,-0.0012352456766401287,0.0007486495513862046,0.0002531645569621155
1999-10-01,1999 4Q,1999,3.77,38677.5,37363.0,36945.0,19595.7,2.7,72.69,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,86.273,59.168,0.03,0.9,-0.0010993541294489484,-0.007078077525089821,-0.001636716443094599
1999-11-01,1999 4Q,1999,3.67,38677.5,37363.0,36945.0,19595.7,2.7,72.81,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,85.734,59.108,0.03,0.9,0.0016508460586051044,-0.006247609333163373,-0.0010140616549486614
1999-12-01,1999 4Q,1999,3.7,38677.5,37363.0,36945.0,19595.7,2.7,72.87,3500.0,823760.0,24920.0,34180.0,237433.0,296109.0,167365.0,60403.0,84.742,57.814,0.03,0.9,0.0008240626287598918,-0.011570672078755062,-0.021892129660959547
2000-01-01,2000 1Q,2000,3.96,38264.8,40870.0,41121.0,20523.9,3.4,73.29,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,84.777,59.826,0.03,0.9,0.0057636887608070175,0.00041301833801421495,0.034801259210571756
2000-02-01,2000 1Q,2000,3.75,38264.8,40870.0,41121.0,20523.9,3.4,73.65,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,84.133,59.749,0.03,0.9,0.004911993450675389,-0.007596399966972256,-0.0012870658242235544
2000-03-01,2000 1Q,2000,3.73,38264.8,40870.0,41121.0,20523.9,3.4,73.36,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,84.518,59.572,0.03,0.9,-0.00393754243041422,0.004576087860886924,-0.0029623926760280472
2000-04-01,2000 2Q,2000,3.72,40050.2,40870.0,41121.0,20540.6,3.4,73.39,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,85.348,59.167,0.03,0.9,0.00040894220283527183,0.009820393289003526,-0.0067984959376888865
2000-05-01,2000 2Q,2000,3.83,40050.2,40870.0,41121.0,20540.6,3.4,73.28,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,83.615,59.717,0.03,0.9,-0.0014988418040604579,-0.02030510381028261,0.009295722277620877
2000-06-01,2000 2Q,2000,3.86,40050.2,40870.0,41121.0,20540.6,3.4,73.36,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,83.866,59.393,0.03,0.9,0.0010917030567685337,0.0030018537343778906,-0.0054255907028148975
2000-07-01,2000 3Q,2000,3.88,42949.8,40870.0,41121.0,21299.6,3.4,73.76,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,83.765,59.731,0.03,0.9,0.005452562704471253,-0.0012043021009705557,0.005690906335763524
2000-08-01,2000 3Q,2000,3.84,42949.8,40870.0,41121.0,21299.6,3.4,74.22,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,85.618,59.603,0.03,0.9,0.00623644251626887,0.02212141109055077,-0.002142940851484143
2000-09-01,2000 3Q,2000,3.72,42949.8,40870.0,41121.0,21299.6,3.4,74.15,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,85.442,59.203,0.03,0.9,-0.0009431420102397059,-0.0020556425050807237,-0.006711071590356221
2000-10-01,2000 4Q,2000,3.7,44367.6,40870.0,41121.0,22180.6,3.4,74.19,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,85.848,59.473,0.03,0.9,0.000539447066756571,0.004751761428805512,0.004560579700352951
2000-11-01,2000 4Q,2000,3.5,44367.6,40870.0,41121.0,22180.6,3.4,74.53,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,87.443,58.905,0.03,0.9,0.004582827874376694,0.018579349548038415,-0.009550552351487163
2000-12-01,2000 4Q,2000,3.44,44367.6,40870.0,41121.0,22180.6,3.4,74.65,4000.0,846649.0,23623.0,33741.0,234997.0,306001.0,181498.0,63439.0,87.937,59.157,0.03,0.9,0.0016100898966859845,0.005649394462678536,0.004278074866310044
2001-01-01,2001 1Q,2001,3.16,41459.4,38620.0,38880.0,22656.2,2.2,75.12,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,87.31,58.161,0.03,0.9,0.006296048225050255,-0.007130104506635426,-0.016836553577767588
2001-02-01,2001 1Q,2001,3.01,41459.4,38620.0,38880.0,22656.2,2.2,74.98,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,86.9,57.838,0.03,0.9,-0.0018636847710330473,-0.0046959111212918625,-0.0055535496294768505
2001-03-01,2001 1Q,2001,3.11,41459.4,38620.0,38880.0,22656.2,2.2,75.03,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,87.374,60.466,0.03,0.9,0.0006668444918644933,0.005454545454545379,0.04543725578339508
2001-04-01,2001 2Q,2001,3.04,40180.2,38620.0,38880.0,21534.3,2.2,75.29,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,88.104,57.859,0.03,0.9,0.0034652805544450604,0.008354888181838938,-0.04311513908642872
2001-05-01,2001 2Q,2001,2.96,40180.2,38620.0,38880.0,21534.3,2.2,74.96,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,88.476,56.537,0.03,0.9,-0.004383052198167259,0.0042222827567419685,-0.022848649302614987
2001-06-01,2001 2Q,2001,2.97,40180.2,38620.0,38880.0,21534.3,2.2,74.75,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,87.88,57.247,0.03,0.9,-0.0028014941302026974,-0.006736290067362982,0.012558147761642768
2001-07-01,2001 3Q,2001,2.92,39432.8,38620.0,38880.0,21842.0,2.2,75.14,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,88.841,56.709,0.03,0.9,0.00521739130434784,0.010935366408739267,-0.00939787237759182
2001-08-01,2001 3Q,2001,2.88,39432.8,38620.0,38880.0,21842.0,2.2,75.06,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,86.415,56.214,0.03,0.9,-0.0010646792653712378,-0.027307211760335792,-0.008728773210601615
2001-09-01,2001 3Q,2001,2.9,39432.8,38620.0,38880.0,21842.0,2.2,74.94,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,85.704,56.655,0.03,0.9,-0.001598721023181482,-0.008227738239889093,0.007845020813320502
2001-10-01,2001 4Q,2001,2.35,39813.2,38620.0,38880.0,21817.8,2.2,74.82,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,84.651,57.123,0.03,0.9,-0.0016012810248199338,-0.012286474376925205,0.008260524225575772
2001-11-01,2001 4Q,2001,2.98,39813.2,38620.0,38880.0,21817.8,2.2,74.79,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,87.359,57.154,0.03,0.9,-0.000400962309542674,0.0319901714096702,0.0005426885842831908
2001-12-01,2001 4Q,2001,3.42,39813.2,38620.0,38880.0,21817.8,2.2,74.7,4363.0,863552.0,21812.0,31514.0,233153.0,314610.0,194032.0,64487.0,86.006,57.21,0.03,0.9,-0.001203369434416457,-0.015487814649892906,0.0009798089372572427
2002-01-01,2002 1Q,2002,3.36,40549.3,38890.0,39679.0,21464.9,3.4,74.55,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,83.478,57.418,0.03,0.9,-0.002008032128514081,-0.02939329814199021,0.0036357280195769004
2002-02-01,2002 1Q,2002,3.11,40549.3,38890.0,39679.0,21464.9,3.4,74.8,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.648,57.829,0.03,0.9,0.0033534540576793948,0.014015668798964986,0.007158034065972263
2002-03-01,2002 1Q,2002,3.2,40549.3,38890.0,39679.0,21464.9,3.4,74.67,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,82.898,57.951,0.03,0.9,-0.0017379679144384763,-0.020673849352613183,0.0021096681595738076
2002-04-01,2002 2Q,2002,2.97,41324.7,38890.0,39679.0,21883.8,3.4,74.72,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,83.941,58.487,0.03,0.9,0.0006696129637069337,0.012581726941542692,0.009249193283981327
2002-05-01,2002 2Q,2002,2.95,41324.7,38890.0,39679.0,21883.8,3.4,74.94,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.428,58.39,0.03,0.9,0.002944325481798682,0.005801694047009143,-0.00165848821105552
2002-06-01,2002 2Q,2002,2.78,41324.7,38890.0,39679.0,21883.8,3.4,74.94,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.593,58.49,0.03,0.9,0.0,0.0019543279480742637,0.0017126220243193213
2002-07-01,2002 3Q,2002,2.6,41446.2,38890.0,39679.0,22382.2,3.4,75.04,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.12,58.628,0.03,0.9,0.001334400854016593,-0.0055914792004065905,0.002359377671396823
2002-08-01,2002 3Q,2002,2.46,41446.2,38890.0,39679.0,22382.2,3.4,74.97,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.241,58.305,0.03,0.9,-0.00093283582089565,0.0014384213029006165,-0.005509312956266665
2002-09-01,2002 3Q,2002,2.43,41446.2,38890.0,39679.0,22382.2,3.4,75.01,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.688,58.305,0.03,0.9,0.0005335467520342085,0.005306204817131732,0.0
2002-10-01,2002 4Q,2002,2.0,42377.9,38890.0,39679.0,22192.2,3.4,74.98,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,84.811,58.714,0.03,0.9,-0.000399946673776852,0.00145238994898933,0.007014835777377604
2002-11-01,2002 4Q,2002,1.89,42377.9,38890.0,39679.0,22192.2,3.4,75.22,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,85.339,58.627,0.03,0.9,0.003200853560949568,0.006225607527325261,-0.0014817590353236598
2002-12-01,2002 4Q,2002,1.74,42377.9,38890.0,39679.0,22192.2,3.4,75.29,4096.0,866071.0,20522.0,30568.0,229505.0,318478.0,199298.0,64899.0,85.37,59.102,0.03,0.9,0.0009306035628822151,0.00036325712745655103,0.008102069012570823
2003-01-01,2003 1Q,2003,1.58,42119.5,40244.0,41343.0,22033.8,3.6,75.55,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,85.32,59.521,0.03,0.9,0.003453313853101214,-0.0005856858381165786,0.007089438597678743
2003-02-01,2003 1Q,2003,1.43,42119.5,40244.0,41343.0,22033.8,3.6,75.32,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,86.62,59.493,0.03,0.9,-0.0030443414956982107,0.015236755743085029,-0.0004704222039280115
2003-03-01,2003 1Q,2003,1.48,42119.5,40244.0,41343.0,22033.8,3.6,75.47,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,86.829,59.603,0.03,0.9,0.0019915029208710244,0.00241283768182865,0.001848957020153641
2003-04-01,2003 2Q,2003,1.48,40129.5,40244.0,41343.0,22110.9,3.6,75.83,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,87.424,59.816,0.03,0.9,0.004770107327414896,0.006852549263494989,0.003573645621864685
2003-05-01,2003 2Q,2003,1.32,40129.5,40244.0,41343.0,22110.9,3.6,75.31,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,87.927,60.144,0.03,0.9,-0.006857444283265179,0.005753568814055532,0.005483482680219254
2003-06-01,2003 2Q,2003,1.41,40129.5,40244.0,41343.0,22110.9,3.6,75.0,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,87.95,60.166,0.03,0.9,-0.004116319213915864,0.0002615806293857492,0.0003657887736099319
2003-07-01,2003 3Q,2003,2.06,42593.9,40244.0,41343.0,22172.2,3.6,75.6,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,88.043,61.302,0.03,0.9,0.008000000000000007,0.0010574189880614426,0.01888109563540885
2003-08-01,2003 3Q,2003,2.58,42593.9,40244.0,41343.0,22172.2,3.6,75.72,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,89.006,61.318,0.03,0.9,0.0015873015873015817,0.010937837193189637,0.0002610029036573813
2003-09-01,2003 3Q,2003,2.5,42593.9,40244.0,41343.0,22172.2,3.6,75.87,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,89.099,61.402,0.03,0.9,0.001980982567353573,0.001044873379322686,0.001369907694314998
2003-10-01,2003 4Q,2003,3.1,45275.0,40244.0,41343.0,22019.1,3.6,75.83,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,89.005,61.662,0.03,0.9,-0.0005272176090682645,-0.0010550062290262119,0.004234389759291135
2003-11-01,2003 4Q,2003,3.11,45275.0,40244.0,41343.0,22019.1,3.6,75.95,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,88.707,61.602,0.03,0.9,0.0015824871422920328,-0.003348126509746696,-0.000973046608932604
2003-12-01,2003 4Q,2003,2.74,45275.0,40244.0,41343.0,22019.1,3.6,76.11,4071.0,874183.0,20321.0,29836.0,228600.0,323390.0,204082.0,65153.0,87.416,61.829,0.03,0.9,0.0021066491112573527,-0.014553530161092065,0.003684945293983999
2004-01-01,2004 1Q,2004,2.35,46629.9,43841.0,46664.0,22908.3,3.6,76.81,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,88.04,62.966,0.03,0.9,0.009197214557876698,0.007138281321497297,0.018389428908764494
2004-02-01,2004 1Q,2004,2.25,46629.9,43841.0,46664.0,22908.3,3.6,76.88,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,89.676,63.041,0.03,0.9,0.0009113396693138931,0.018582462517037657,0.0011911190166120633
2004-03-01,2004 1Q,2004,2.11,46629.9,43841.0,46664.0,22908.3,3.6,76.98,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,91.382,63.332,0.03,0.9,0.0013007284079085135,0.01902404210714126,0.004616043527228442
2004-04-01,2004 2Q,2004,2.26,46731.1,43841.0,46664.0,23223.1,3.6,77.06,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,92.259,64.288,0.03,0.9,0.0010392309690827606,0.009597076010592787,0.015095054632729088
2004-05-01,2004 2Q,2004,2.34,46731.1,43841.0,46664.0,23223.1,3.6,77.13,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,95.052,64.497,0.03,0.9,0.0009083830781209112,0.03027346925503216,0.0032509955201593943
2004-06-01,2004 2Q,2004,2.4,46731.1,43841.0,46664.0,23223.1,3.6,76.99,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,95.064,64.167,0.03,0.9,-0.001815117334370564,0.00012624668602434497,-0.005116517047304536
2004-07-01,2004 3Q,2004,2.27,49227.6,43841.0,46664.0,23846.2,3.6,77.12,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,94.516,64.162,0.03,0.9,0.0016885309780492186,-0.005764537574686424,-7.792167313414033e-05
2004-08-01,2004 3Q,2004,2.28,49227.6,43841.0,46664.0,23846.2,3.6,77.05,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,95.864,64.104,0.03,0.9,-0.0009076763485478256,0.014262135511447838,-0.0009039618465759292
2004-09-01,2004 3Q,2004,2.42,49227.6,43841.0,46664.0,23846.2,3.6,77.38,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,95.241,63.831,0.03,0.9,0.004282933160285607,-0.006498789952432693,-0.004258704605016761
2004-10-01,2004 4Q,2004,2.31,51844.4,43841.0,46664.0,24974.8,3.6,77.37,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,95.008,63.923,0.03,0.9,-0.0001292323597827938,-0.002446425384025841,0.0014413059485203217
2004-11-01,2004 4Q,2004,2.21,51844.4,43841.0,46664.0,24974.8,3.6,77.47,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,94.829,64.009,0.03,0.9,0.0012924906294429217,-0.0018840518693162833,0.0013453686466529113
2004-12-01,2004 4Q,2004,2.07,51844.4,43841.0,46664.0,24974.8,3.6,77.4,4066.0,876985.0,20142.0,29351.0,227125.0,325794.0,206614.0,65158.0,94.929,64.284,0.03,0.9,-0.0009035755776428678,0.001054529732466003,0.00429627083691364
2005-01-01,2005 1Q,2005,2.26,50503.1,47046.0,49867.0,25543.3,3.3,77.59,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,94.76,64.776,0.03,0.9,0.0024547803617571695,-0.0017802778918981632,0.007653537427664503
2005-02-01,2005 1Q,2005,2.46,50503.1,47046.0,49867.0,25543.3,3.3,77.66,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,96.863,64.989,0.03,0.9,0.0009021781157365627,0.022192908400168854,0.003288254909225685
2005-03-01,2005 1Q,2005,2.7,50503.1,47046.0,49867.0,25543.3,3.3,77.8,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,97.062,65.274,0.03,0.9,0.0018027298480556286,0.00205444803485344,0.004385357522042055
2005-04-01,2005 2Q,2005,2.45,51193.3,47046.0,49867.0,25509.2,3.3,77.8,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,99.472,65.381,0.03,0.9,0.0,0.024829490428798007,0.001639243803045698
2005-05-01,2005 2Q,2005,2.33,51193.3,47046.0,49867.0,25509.2,3.3,77.75,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,101.742,65.409,0.03,0.9,-0.0006426735218508783,0.022820492198809772,0.0004282589743198617
2005-06-01,2005 2Q,2005,2.25,51193.3,47046.0,49867.0,25509.2,3.3,77.57,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,102.992,65.033,0.03,0.9,-0.0023151125401930095,0.012285978258732788,-0.00574844440367539
2005-07-01,2005 3Q,2005,2.2,53712.8,47046.0,49867.0,26502.0,3.3,78.0,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,103.853,64.801,0.03,0.9,0.005543380172747359,0.00835987261146487,-0.003567419617732548
2005-08-01,2005 3Q,2005,2.39,53712.8,47046.0,49867.0,26502.0,3.3,78.24,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,104.039,64.71,0.03,0.9,0.003076923076922977,0.00179099303823671,-0.0014042993163686512
2005-09-01,2005 3Q,2005,2.59,53712.8,47046.0,49867.0,26502.0,3.3,78.29,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,104.277,64.99,0.03,0.9,0.0006390593047036486,0.0022876036870789207,0.004326997372894548
2005-10-01,2005 4Q,2005,2.8,57313.8,47046.0,49867.0,27222.5,3.3,78.72,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,104.769,65.204,0.03,0.9,0.005492400051092083,0.0047182024799332645,0.00329281427911976
2005-11-01,2005 4Q,2005,3.08,57313.8,47046.0,49867.0,27222.5,3.3,78.89,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,105.017,65.228,0.03,0.9,0.0021595528455284896,0.0023671124092048412,0.0003680755781854117
2005-12-01,2005 4Q,2005,3.01,57313.8,47046.0,49867.0,27222.5,3.3,78.95,4270.0,877546.0,20143.0,29351.0,223309.0,329141.0,207633.0,65151.0,104.595,65.651,0.03,0.9,0.0007605526682723518,-0.004018397021434583,0.006484945115594609
2006-01-01,2006 1Q,2006,3.18,55792.4,52201.0,53655.0,27812.8,2.7,79.38,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,104.447,64.632,0.03,0.9,0.005446485117162725,-0.0014149815956785439,-0.015521469589191206
2006-02-01,2006 1Q,2006,3.29,55792.4,52201.0,53655.0,27812.8,2.7,79.23,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,104.636,64.31,0.03,0.9,-0.0018896447467875443,0.0018095301923461982,-0.004982052234187462
2006-03-01,2006 1Q,2006,3.35,55792.4,52201.0,53655.0,27812.8,2.7,79.22,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,104.541,63.857,0.03,0.9,-0.00012621481761965203,-0.000907909323750844,-0.007044005597885317
2006-04-01,2006 2Q,2006,3.23,57286.5,52201.0,53655.0,30056.4,2.7,79.18,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,105.903,63.319,0.03,0.9,-0.0005049229992425408,0.0130283812092864,-0.0084250747764536
2006-05-01,2006 2Q,2006,3.21,57286.5,52201.0,53655.0,30056.4,2.7,79.07,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.353,63.51,0.03,0.9,-0.001389239706996892,0.004249171411574659,0.0030164721489600588
2006-06-01,2006 2Q,2006,3.38,57286.5,52201.0,53655.0,30056.4,2.7,78.96,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.523,64.101,0.03,0.9,-0.001391172378904737,0.0015984504433348423,0.009305621162021716
2006-07-01,2006 3Q,2006,3.3,59703.4,52201.0,53655.0,28794.5,2.7,79.35,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.611,64.816,0.03,0.9,0.004939209726443794,0.000826112670503143,0.011154272164240808
2006-08-01,2006 3Q,2006,3.27,59703.4,52201.0,53655.0,28794.5,2.7,79.47,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.56,64.66,0.03,0.9,0.0015122873345936316,-0.00047837465177136274,-0.0024068131325599706
2006-09-01,2006 3Q,2006,3.1,59703.4,52201.0,53655.0,28794.5,2.7,79.48,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.601,64.866,0.03,0.9,0.00012583364791751706,0.0003847597597597119,0.003185895453139631
2006-10-01,2006 4Q,2006,3.11,63376.5,52201.0,53655.0,29944.3,2.7,79.78,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.564,64.413,0.03,0.9,0.0037745344740816034,-0.00034708867646648933,-0.006983627786513735
2006-11-01,2006 4Q,2006,3.01,63376.5,52201.0,53655.0,29944.3,2.7,80.02,4430.0,878820.0,20145.0,28715.0,222474.0,331486.0,207944.0,65148.0,106.473,64.472,0.03,0.9,0.003008272750062657,-0.0008539469239141617,0.0009159641687237485
