Date,Quarter,Year,5 year bond yields,GDPm (Current Prices),GDP per capita,GNI per capita,Personal Income m,Unemployment Rate,Core inflation,Median Household Inc,Total Residential Properties,  1-Room Residential Properties,  2-Room Residential Properties,  3-Room Residential Properties,  4-Room Residential Properties,  5-Room Residential Properties,  Executive Properties,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,Stamp Duty,LTV Value,yearly core inflation,yearly cement inflation,yearly clay inflation
1991-10-01,1991 4Q,1991,4.82,20812.1,24674.0,25053.0,11158.1,1.8,64.63,2442.94,626313.0,28125.0,38445.0,248358.0,207773.0,74714.0,23426.0,108.326,81.986,0.03,0.9,0.0015496668216332665,-0.003972121591055422,0.044567322393232134
1991-11-01,1991 4Q,1991,4.72,20812.1,24674.0,25053.0,11158.1,1.8,64.67,2442.94,626313.0,28125.0,38445.0,248358.0,207773.0,74714.0,23426.0,107.357,81.167,0.03,0.9,0.0006189076280365136,-0.008945220907261353,-0.009989510404215363
1991-12-01,1991 4Q,1991,4.68,20812.1,24674.0,25053.0,11158.1,1.8,65.2,2442.94,626313.0,28125.0,38445.0,248358.0,207773.0,74714.0,23426.0,106.17,81.465,0.03,0.9,0.008195453842585465,-0.01105656827221324,0.0036714428277502265
1992-01-01,1992 1Q,1992,4.27,19958.9,26301.0,26285.0,11220.5,1.8,65.06,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,105.74,80.869,0.03,0.9,-0.0021472392638036686,-0.004050108316850376,-0.007316025286933092
1992-02-01,1992 1Q,1992,4.08,19958.9,26301.0,26285.0,11220.5,1.8,65.09,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,105.74,80.869,0.03,0.9,0.00046111281893645995,0.0,0.0
1992-03-01,1992 1Q,1992,4.06,19958.9,26301.0,26285.0,11220.5,1.8,64.97,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,106.602,80.126,0.03,0.9,-0.0018436011676141728,0.008152071117836224,-0.009187698623699947
1992-04-01,1992 2Q,1992,4.26,20381.9,26301.0,26285.0,11271.9,1.8,65.21,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,105.417,79.456,0.03,0.9,0.003694012621209719,-0.011116114144199996,-0.008361830117564861
1992-05-01,1992 2Q,1992,4.14,20381.9,26301.0,26285.0,11271.9,1.8,65.44,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,105.092,80.2,0.03,0.9,0.0035270664008588692,-0.003082994203970957,0.009363672976238524
1992-06-01,1992 2Q,1992,4.08,20381.9,26301.0,26285.0,11271.9,1.8,65.43,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.72,78.415,0.03,0.9,-0.0001528117359411718,-0.02257069995813188,-0.022256857855361578
1992-07-01,1992 3Q,1992,3.99,21674.3,26301.0,26285.0,11445.0,1.8,65.58,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.72,77.82,0.03,0.9,0.0022925263640529714,0.0,-0.007587833960339352
1992-08-01,1992 3Q,1992,4.01,21674.3,26301.0,26285.0,11445.0,1.8,65.4,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.398,77.82,0.03,0.9,-0.0027447392497711443,-0.0031347352024921893,0.0
1992-09-01,1992 3Q,1992,3.8,21674.3,26301.0,26285.0,11445.0,1.8,65.46,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.398,77.224,0.03,0.9,0.0009174311926603007,0.0,-0.0076586995630941734
1992-10-01,1992 4Q,1992,3.67,22905.1,26301.0,26285.0,11705.5,1.8,65.56,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,101.968,77.299,0.03,0.9,0.001527650473571729,-0.004199300767593006,0.0009712006630062664
1992-11-01,1992 4Q,1992,3.82,22905.1,26301.0,26285.0,11705.5,1.8,65.71,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.074,76.852,0.03,0.9,0.0022879804758997313,0.001039541817040579,-0.005782739750837651
1992-12-01,1992 4Q,1992,3.79,22905.1,26301.0,26285.0,11705.5,1.8,65.87,2599.29,641016.0,27470.0,36671.0,247030.0,211455.0,83213.0,29713.0,102.506,77.075,0.03,0.9,0.002434941409222402,0.00423222368085896,0.002901681153385738
1993-01-01,1993 1Q,1993,3.73,22554.2,28929.0,29553.0,11938.0,1.8,66.46,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,101.428,76.108,0.03,0.9,0.008957036587217138,-0.010516457573215288,-0.012546221213104114
1993-02-01,1993 1Q,1993,3.57,22554.2,28929.0,29553.0,11938.0,1.8,66.08,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,100.89,76.182,0.03,0.9,-0.005717724947336689,-0.005304255235240696,0.0009723025174750433
1993-03-01,1993 1Q,1993,3.11,22554.2,28929.0,29553.0,11938.0,1.8,66.21,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,102.398,76.108,0.03,0.9,0.0019673123486683153,0.014946971949648002,-0.0009713580635845043
1993-04-01,1993 2Q,1993,3.07,23633.7,28929.0,29553.0,12353.7,1.8,66.32,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,102.937,76.108,0.03,0.9,0.0016613804561245171,0.005263774683099243,0.0
1993-05-01,1993 2Q,1993,3.15,23633.7,28929.0,29553.0,12353.7,1.8,66.51,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,104.662,75.885,0.03,0.9,0.0028648974668277205,0.0167578227459515,-0.002930046775634576
1993-06-01,1993 2Q,1993,2.9,23633.7,28929.0,29553.0,12353.7,1.8,66.49,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,104.985,75.885,0.03,0.9,-0.00030070666065273866,0.0030861248590701162,0.0
1993-07-01,1993 3Q,1993,2.88,24980.3,28929.0,29553.0,12629.8,1.8,66.79,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,105.524,76.257,0.03,0.9,0.00451195668521609,0.005134066771443457,0.0049021545760030705
1993-08-01,1993 3Q,1993,2.9,24980.3,28929.0,29553.0,12629.8,1.8,66.65,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,107.248,75.513,0.03,0.9,-0.0020961221739781433,0.016337515636253297,-0.009756481372201864
1993-09-01,1993 3Q,1993,2.94,24980.3,28929.0,29553.0,12629.8,1.8,66.59,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,108.326,75.439,0.03,0.9,-0.0009002250562640812,0.010051469491272558,-0.0009799637148572016
1993-10-01,1993 4Q,1993,2.69,26754.9,28929.0,29553.0,13132.5,1.8,66.74,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,107.788,75.364,0.03,0.9,0.0022525904790506868,-0.0049664900393256994,-0.0009941807288006421
1993-11-01,1993 4Q,1993,2.67,26754.9,28929.0,29553.0,13132.5,1.8,66.89,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,107.896,75.364,0.03,0.9,0.0022475277195086463,0.001001966823765299,0.0
1993-12-01,1993 4Q,1993,2.94,26754.9,28929.0,29553.0,13132.5,1.8,67.01,2765.65,655487.0,27446.0,36682.0,244824.0,215467.0,90431.0,35173.0,108.218,74.843,0.03,0.9,0.0017939901330543684,0.0029843553051085436,-0.006913115015126592
1994-01-01,1994 1Q,1994,3.17,26288.3,32963.0,32921.0,13622.8,1.6,67.24,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,109.19,73.281,0.03,0.9,0.0034323235338007407,0.00898186992921679,-0.020870355277046615
1994-02-01,1994 1Q,1994,3.19,26288.3,32963.0,32921.0,13622.8,1.6,67.7,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,108.326,73.207,0.03,0.9,0.00684116597263551,-0.007912812528619861,-0.001009811547331707
1994-03-01,1994 1Q,1994,3.24,26288.3,32963.0,32921.0,13622.8,1.6,67.47,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,108.003,73.728,0.03,0.9,-0.003397341211226035,-0.002981740302420377,0.0071168057699400045
1994-04-01,1994 2Q,1994,3.39,26949.0,32963.0,32921.0,13950.0,1.6,67.85,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,108.003,74.546,0.03,0.9,0.0056321327997628234,0.0,0.011094835069444642
1994-05-01,1994 2Q,1994,3.49,26949.0,32963.0,32921.0,13950.0,1.6,68.15,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,107.033,74.397,0.03,0.9,0.00442151805453217,-0.008981232002814754,-0.001998765862688767
1994-06-01,1994 2Q,1994,3.65,26949.0,32963.0,32921.0,13950.0,1.6,68.44,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,106.17,74.174,0.03,0.9,0.004255319148936065,-0.00806293386151935,-0.0029974326921784478
1994-07-01,1994 3Q,1994,3.71,29045.0,32963.0,32921.0,14441.6,1.6,68.56,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,106.817,73.95,0.03,0.9,0.001753360607831711,0.0060940001883771355,-0.0030199261196646177
1994-08-01,1994 3Q,1994,3.73,29045.0,32963.0,32921.0,14441.6,1.6,68.6,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,108.542,74.322,0.03,0.9,0.0005834305717618005,0.016149114841270684,0.005030425963488794
1994-09-01,1994 3Q,1994,3.7,29045.0,32963.0,32921.0,14441.6,1.6,68.57,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,107.033,73.801,0.03,0.9,-0.00043731778425659673,-0.013902452506863727,-0.007010037404806102
1994-10-01,1994 4Q,1994,3.86,30273.1,32963.0,32921.0,14981.4,1.6,68.72,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,106.71,73.801,0.03,0.9,0.0021875455738662453,-0.0030177608774863973,0.0
1994-11-01,1994 4Q,1994,3.93,30273.1,32963.0,32921.0,14981.4,1.6,68.83,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,106.386,73.728,0.03,0.9,0.001600698486612373,-0.003036266516727615,-0.0009891464885301016
1994-12-01,1994 4Q,1994,3.92,30273.1,32963.0,32921.0,14981.4,1.6,68.82,2942.65,676558.0,26769.0,36127.0,242128.0,224417.0,100899.0,40754.0,106.493,73.728,0.03,0.9,-0.000145285485980029,0.0010057714360911518,0.0
1995-01-01,1995 1Q,1995,4.01,28926.8,35569.0,35314.0,15352.3,1.9,69.28,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,106.936,76.316,0.03,0.9,0.006684103458297175,0.004159897833660553,0.0351019965277779
1995-02-01,1995 1Q,1995,3.91,28926.8,35569.0,35314.0,15352.3,1.9,69.52,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,107.055,76.272,0.03,0.9,0.0034642032332563577,0.0011128151417669763,-0.0005765501336547629
1995-03-01,1995 1Q,1995,3.29,28926.8,35569.0,35314.0,15352.3,1.9,69.36,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,106.72,75.483,0.03,0.9,-0.0023014959723820505,-0.00312923263742948,-0.010344556324732523
1995-04-01,1995 2Q,1995,2.82,30105.4,35569.0,35314.0,15769.5,1.9,69.63,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,106.225,73.787,0.03,0.9,0.0038927335640137617,-0.004638305847076474,-0.022468635321860497
1995-05-01,1995 2Q,1995,2.45,30105.4,35569.0,35314.0,15769.5,1.9,69.74,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,106.377,74.129,0.03,0.9,0.0015797788309637184,0.0014309249235113786,0.004634962798324871
1995-06-01,1995 2Q,1995,2.57,30105.4,35569.0,35314.0,15769.5,1.9,69.76,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,107.54,73.251,0.03,0.9,0.0002867794665903922,0.010932814424170711,-0.011844217512714361
1995-07-01,1995 3Q,1995,3.15,32070.8,35569.0,35314.0,16261.7,1.9,69.79,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,108.316,73.824,0.03,0.9,0.0004300458715595923,0.0072159196578016616,0.007822418806569198
1995-08-01,1995 3Q,1995,3.07,32070.8,35569.0,35314.0,16261.7,1.9,69.9,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,108.359,74.546,0.03,0.9,0.0015761570425563143,0.00039698659477815923,0.009780017338534952
1995-09-01,1995 3Q,1995,2.96,32070.8,35569.0,35314.0,16261.7,1.9,69.9,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,108.779,74.047,0.03,0.9,0.0,0.003876004761948826,-0.006693853459608934
1995-10-01,1995 4Q,1995,2.86,33360.3,35569.0,35314.0,16655.6,1.9,69.89,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,109.135,73.839,0.03,0.9,-0.0001430615164521587,0.003272690500923936,-0.002809026699258532
1995-11-01,1995 4Q,1995,2.83,33360.3,35569.0,35314.0,16655.6,1.9,70.12,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,109.005,72.879,0.03,0.9,0.0032908856774933604,-0.001191185229303282,-0.013001259497013695
1995-12-01,1995 4Q,1995,2.75,33360.3,35569.0,35314.0,16655.6,1.9,70.04,3135.0,700060.0,25930.0,35165.0,241085.0,236798.0,111664.0,44100.0,108.995,74.382,0.03,0.9,-0.0011409013120364797,-9.17389110590694e-05,0.020623224797266637
1996-01-01,1996 1Q,1996,2.74,32774.3,36724.0,36989.0,17022.4,1.8,70.23,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.285,73.095,0.03,0.9,0.002712735579668779,0.002660672507913242,-0.017302573203194394
1996-02-01,1996 1Q,1996,2.7,32774.3,36724.0,36989.0,17022.4,1.8,70.91,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.19,72.842,0.03,0.9,0.009682471878114551,-0.0008692867273641935,-0.0034612490594432277
1996-03-01,1996 1Q,1996,2.29,32774.3,36724.0,36989.0,17022.4,1.8,70.51,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.566,72.232,0.03,0.9,-0.005640953321111142,0.0034435387856031063,-0.008374289558221948
1996-04-01,1996 2Q,1996,2.29,33179.0,36724.0,36989.0,17330.4,1.8,70.72,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.598,72.82,0.03,0.9,0.002978300950219781,0.00029206140591053753,0.00814043637169104
1996-05-01,1996 2Q,1996,2.29,33179.0,36724.0,36989.0,17330.4,1.8,70.94,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.717,72.009,0.03,0.9,0.0031108597285067763,0.0010857862369750837,-0.01113705026091727
1996-06-01,1996 2Q,1996,2.32,33179.0,36724.0,36989.0,17330.4,1.8,71.03,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,110.299,72.329,0.03,0.9,0.001268677755850156,0.00530455626748827,0.004443888958324482
1996-07-01,1996 3Q,1996,2.51,33910.5,36724.0,36989.0,17614.5,1.8,71.08,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,110.128,72.872,0.03,0.9,0.0007039279177811775,-0.0015503313719980039,0.007507362192205047
1996-08-01,1996 3Q,1996,2.45,33910.5,36724.0,36989.0,17614.5,1.8,71.21,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.964,72.039,0.03,0.9,0.00182892515475519,-0.00148917623129452,-0.011431002305412163
1996-09-01,1996 3Q,1996,2.53,33910.5,36724.0,36989.0,17614.5,1.8,71.22,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.728,72.477,0.03,0.9,0.0001404297149276701,-0.0021461569240842637,0.006080039978345164
1996-10-01,1996 4Q,1996,2.84,35913.4,36724.0,36989.0,17927.8,1.8,71.21,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,110.04,71.838,0.03,0.9,-0.00014040999719189262,0.00284339457567806,-0.008816590090649612
1996-11-01,1996 4Q,1996,3.03,35913.4,36724.0,36989.0,17927.8,1.8,71.38,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,109.156,72.634,0.03,0.9,0.0023873051537706136,-0.008033442384587475,0.011080486650519417
1996-12-01,1996 4Q,1996,2.98,35913.4,36724.0,36989.0,17927.8,1.8,71.51,3367.0,725144.0,25540.0,34939.0,240164.0,252809.0,121486.0,46134.0,108.952,71.042,0.03,0.9,0.0018212384421407712,-0.0018688848986772033,-0.021918109976044264
1997-01-01,1997 1Q,1997,2.94,34790.5,39930.0,39163.0,18318.5,1.4,71.52,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.53,69.628,0.03,0.9,0.00013984058173677205,0.032840149790733575,-0.01990371892683207
1997-02-01,1997 1Q,1997,2.95,34790.5,39930.0,39163.0,18318.5,1.4,72.09,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.217,68.847,0.03,0.9,0.007969798657718297,-0.002781480494090438,-0.011216751881427123
1997-03-01,1997 1Q,1997,3.18,34790.5,39930.0,39163.0,18318.5,1.4,71.67,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.444,68.78,0.03,0.9,-0.005826050769870972,0.0020228664106152205,-0.0009731723967637551
1997-04-01,1997 2Q,1997,3.15,36840.4,39930.0,39163.0,18846.1,1.4,71.79,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.39,68.252,0.03,0.9,0.001674340728338386,-0.0004802390523283018,-0.007676650189008538
1997-05-01,1997 2Q,1997,3.46,36840.4,39930.0,39163.0,18846.1,1.4,71.82,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,111.937,68.252,0.03,0.9,0.00041788549937304964,-0.004030607705311939,0.0
1997-06-01,1997 2Q,1997,3.39,36840.4,39930.0,39163.0,18846.1,1.4,71.81,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,111.733,68.817,0.03,0.9,-0.00013923698134210571,-0.0018224537016356956,0.008278145695364225
1997-07-01,1997 3Q,1997,3.4,38251.6,39930.0,39163.0,19301.0,1.4,72.02,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.261,68.177,0.03,0.9,0.0029243837905583714,0.004725551090546176,-0.009300027609456807
1997-08-01,1997 3Q,1997,3.61,38251.6,39930.0,39163.0,19301.0,1.4,72.35,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.486,68.415,0.03,0.9,0.004582060538739219,0.0020042579346344347,0.0034909133578773233
1997-09-01,1997 3Q,1997,3.59,38251.6,39930.0,39163.0,19301.0,1.4,72.55,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,111.839,68.572,0.03,0.9,0.0027643400138217533,-0.005751826894013545,0.0022948183877804507
1997-10-01,1997 4Q,1997,3.56,38781.9,39930.0,39163.0,19629.7,1.4,72.41,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.056,69.063,0.03,0.9,-0.001929703652653325,0.0019402891656756793,0.007160356997025108
1997-11-01,1997 4Q,1997,3.96,38781.9,39930.0,39163.0,19629.7,1.4,72.53,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,111.916,68.944,0.03,0.9,0.001657229664411064,-0.0012493753123438145,-0.0017230644484022006
1997-12-01,1997 4Q,1997,3.89,38781.9,39930.0,39163.0,19629.7,1.4,72.53,3617.0,755313.0,25182.0,34610.0,239562.0,267517.0,134051.0,50320.0,112.767,68.691,0.03,0.9,0.0,0.007603917223631962,-0.0036696449292179523
1998-01-01,1998 1Q,1998,4.01,35996.4,37072.0,36534.0,19741.4,1.9,72.91,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,115.807,68.415,0.03,0.9,0.005239211360816176,0.026958241329467114,-0.004017993623618765
1998-02-01,1998 1Q,1998,3.92,35996.4,37072.0,36534.0,19741.4,1.9,72.82,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,114.384,67.746,0.03,0.9,-0.0012343985735838725,-0.012287685545778748,-0.009778557333918192
1998-03-01,1998 1Q,1998,3.98,35996.4,37072.0,36534.0,19741.4,1.9,72.41,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,110.299,67.002,0.03,0.9,-0.005630321340291067,-0.03571303678836191,-0.010982198210964467
1998-04-01,1998 2Q,1998,3.89,35854.7,37072.0,36534.0,19802.0,1.9,72.46,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,109.254,66.466,0.03,0.9,0.0006905123601712582,-0.00947424727332069,-0.007999761201158195
1998-05-01,1998 2Q,1998,3.95,35854.7,37072.0,36534.0,19802.0,1.9,72.21,3692.0,790898.0,25161.0,34592.0,238860.0,282601.0,150556.0,55711.0,107.765,66.823,0.03,0.9,-0.003450179409329235,-0.013628791623190084,0.0053711672133121
