address,lat_lon,closest_mrt,mrt_1,mrt_2,mrt_1_latitude,mrt_1_longitude,mrt_2_latitude,mrt_2_longitude,closest_mrt_time
672 JLN DAMAI,"['1.33207912967501', '103.908757101121']","['KAKI BUKIT', 'BEDOK NORTH']",KAKI BUKIT,BEDOK NORTH,1.33496735995428,103.908459338046,1.33474211664091,103.91797832995,"('KAKI BUKIT', 332)"
12 JLN BT MERAH,"['1.28753116542451', '103.807020232395']","['QUEENSTOWN', 'REDHILL']",QUEENSTOWN,REDHILL,1.29455085184931,103.806077155982,1.28963453412887,103.81674097205,"('REDHILL', 1014)"
139 JLN BT MERAH,"['1.27907853356834', '103.826785281335']","['TIONG BAHRU', 'OUTRAM PARK']",TIONG BAHRU,OUTRAM PARK,1.28610253615775,103.827445112419,1.27972059383553,103.839439862425,"('TIONG BAHRU', 757)"
139 JLN BT MERAH,"['1.27907853356834', '103.826785281335']","['TIONG BAHRU', 'HAVELOCK']",TIONG BAHRU,HAVELOCK,1.28610253615775,103.827445112419,1.28850523975311,103.833585838226,"('TIONG BAHRU', 757)"
81 REDHILL LANE,"['1.28775818263836', '103.819493616875']","['REDHILL', 'TIONG BAHRU']",REDHILL,TIONG BAHRU,1.28963453412887,103.81674097205,1.28610253615775,103.827445112419,"('REDHILL', 345)"
135 JLN BT MERAH,"['1.27860068677354', '103.82708537661']","['TIONG BAHRU', 'OUTRAM PARK']",TIONG BAHRU,OUTRAM PARK,1.28610253615775,103.827445112419,1.27972059383553,103.839439862425,"('TIONG BAHRU', 806)"
135 JLN BT MERAH,"['1.27860068677354', '103.82708537661']","['TIONG BAHRU', 'HAVELOCK']",TIONG BAHRU,HAVELOCK,1.28610253615775,103.827445112419,1.28850523975311,103.833585838226,"('TIONG BAHRU', 806)"
713 ANG MO KIO AVE 6,"['1.37145809347746', '103.846516326828']","['ANG MO KIO', 'YIO CHU KANG']",ANG MO KIO,YIO CHU KANG,1.36993284962262,103.84955809232,1.38175587099132,103.84494727118,"('ANG MO KIO', 393)"
704 ANG MO KIO AVE 8,"['1.37040712097271', '103.847230717119']","['ANG MO KIO', 'YIO CHU KANG']",ANG MO KIO,YIO CHU KANG,1.36993284962262,103.84955809232,1.38175587099132,103.84494727118,"('ANG MO KIO', 286)"
704 ANG MO KIO AVE 8,"['1.37040712097271', '103.847230717119']","['ANG MO KIO', 'MAYFLOWER']",ANG MO KIO,MAYFLOWER,1.36993284962262,103.84955809232,1.37146318831015,103.836567766945,"('ANG MO KIO', 286)"
655 JLN TENAGA,"['1.33335936154715', '103.906850645103']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1384)"
655 JLN TENAGA,"['1.33335936154715', '103.906850645103']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 356)"
204 BEDOK NTH ST 1,"['1.32635909520616', '103.929995919076']","['BEDOK', 'TANAH MERAH']",BEDOK,TANAH MERAH,1.32397996868158,103.929984495066,1.32718729074675,103.946348600798,"('BEDOK', 308)"
204 BEDOK NTH ST 1,"['1.32635909520616', '103.929995919076']","['BEDOK', 'BEDOK RESERVOIR']",BEDOK,BEDOK RESERVOIR,1.32397996868158,103.929984495066,1.33660782955099,103.932234623286,"('BEDOK', 308)"
792 CHOA CHU KANG NTH 6,"['1.39516601250141', '103.749224044069']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 335)"
787 CHOA CHU KANG NTH 6,"['1.39582035325566', '103.747752649661']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 167)"
771 CHOA CHU KANG ST 54,"['1.39426765794686', '103.749319274696']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 551)"
739 PASIR RIS DR 10,"['1.37850572542888', '103.936796194368']","['PASIR RIS', 'TAMPINES']",PASIR RIS,TAMPINES,1.37304331635804,103.949284527763,1.35330167637376,103.945144586749,"('PASIR RIS', 1318)"
245 SIMEI ST 5,"['1.34436497527246', '103.954261819807']","['SIMEI', 'TAMPINES']",SIMEI,TAMPINES,1.34319707851829,103.953377214378,1.35330167637376,103.945144586749,"('SIMEI', 229)"
245 SIMEI ST 5,"['1.34436497527246', '103.954261819807']","['SIMEI', 'EXPO']",SIMEI,EXPO,1.34319707851829,103.953377214378,1.33538252614956,103.962374747451,"('SIMEI', 229)"
245 SIMEI ST 5,"['1.34436497527246', '103.954261819807']","['SIMEI', 'UPPER CHANGI']",SIMEI,UPPER CHANGI,1.34319707851829,103.953377214378,1.34173977444995,103.961472788634,"('SIMEI', 229)"
246 SIMEI ST 5,"['1.34505922260533', '103.954165735566']","['SIMEI', 'TAMPINES']",SIMEI,TAMPINES,1.34319707851829,103.953377214378,1.35330167637376,103.945144586749,"('SIMEI', 304)"
246 SIMEI ST 5,"['1.34505922260533', '103.954165735566']","['SIMEI', 'UPPER CHANGI']",SIMEI,UPPER CHANGI,1.34319707851829,103.953377214378,1.34173977444995,103.961472788634,"('SIMEI', 304)"
331 TAH CHING RD,"['1.33807458629683', '103.723432148725']","['LAKESIDE', 'CHINESE GARDEN']",LAKESIDE,CHINESE GARDEN,1.34425911493819,103.720949087456,1.34235282081401,103.732596738363,"('LAKESIDE', 807)"
352 KANG CHING RD,"['1.33936578851082', '103.720184382685']","['LAKESIDE', 'CHINESE GARDEN']",LAKESIDE,CHINESE GARDEN,1.34425911493819,103.720949087456,1.34235282081401,103.732596738363,"('LAKESIDE', 640)"
333 KANG CHING RD,"['1.33927933228555', '103.723441613129']","['LAKESIDE', 'CHINESE GARDEN']",LAKESIDE,CHINESE GARDEN,1.34425911493819,103.720949087456,1.34235282081401,103.732596738363,"('LAKESIDE', 678)"
891A WOODLANDS DR 50,"['1.43774346901468', '103.791171851068']","['WOODLANDS', 'ADMIRALTY']",WOODLANDS,ADMIRALTY,1.43605761708128,103.787938777173,1.44058856161847,103.800990519771,"('WOODLANDS', 482)"
450D TAMPINES ST 42,"['1.35713536413244', '103.952873767554']","['TAMPINES', 'SIMEI']",TAMPINES,SIMEI,1.35330167637376,103.945144586749,1.34319707851829,103.953377214378,"('TAMPINES', 948)"
450D TAMPINES ST 42,"['1.35713536413244', '103.952873767554']","['TAMPINES EAST', 'TAMPINES']",TAMPINES EAST,TAMPINES,1.35619148271544,103.9546344625,1.35330167637376,103.945144586749,"('TAMPINES EAST', 392)"
894A WOODLANDS DR 50,"['1.43601133588258', '103.7903668585']","['WOODLANDS', 'ADMIRALTY']",WOODLANDS,ADMIRALTY,1.43605761708128,103.787938777173,1.44058856161847,103.800990519771,"('WOODLANDS', 365)"
894A WOODLANDS DR 50,"['1.43601133588258', '103.7903668585']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 365)"
894D WOODLANDS DR 50,"['1.43563830011225', '103.789459334951']","['WOODLANDS', 'ADMIRALTY']",WOODLANDS,ADMIRALTY,1.43605761708128,103.787938777173,1.44058856161847,103.800990519771,"('WOODLANDS', 271)"
894D WOODLANDS DR 50,"['1.43563830011225', '103.789459334951']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 271)"
367 WOODLANDS AVE 5,"['1.43350424248721', '103.786496080056']","['WOODLANDS', 'MARSILING']",WOODLANDS,MARSILING,1.43605761708128,103.787938777173,1.43252114855026,103.774074641403,"('WOODLANDS', 352)"
367 WOODLANDS AVE 5,"['1.43350424248721', '103.786496080056']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 352)"
369 WOODLANDS AVE 1,"['1.43343619748538', '103.787422681373']","['WOODLANDS', 'MARSILING']",WOODLANDS,MARSILING,1.43605761708128,103.787938777173,1.43252114855026,103.774074641403,"('WOODLANDS', 302)"
369 WOODLANDS AVE 1,"['1.43343619748538', '103.787422681373']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 302)"
652 JLN TENAGA,"['1.33269651933712', '103.90774299752']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1347)"
652 JLN TENAGA,"['1.33269651933712', '103.90774299752']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 340)"
124A BT MERAH VIEW,"['1.28488704625843', '103.82278181902']","['TIONG BAHRU', 'REDHILL']",TIONG BAHRU,REDHILL,1.28610253615775,103.827445112419,1.28963453412887,103.81674097205,"('TIONG BAHRU', 572)"
82 REDHILL LANE,"['1.28741599108929', '103.81947477092']","['REDHILL', 'TIONG BAHRU']",REDHILL,TIONG BAHRU,1.28963453412887,103.81674097205,1.28610253615775,103.827445112419,"('REDHILL', 357)"
83 REDHILL LANE,"['1.28686897459749', '103.819435857134']","['REDHILL', 'TIONG BAHRU']",REDHILL,TIONG BAHRU,1.28963453412887,103.81674097205,1.28610253615775,103.827445112419,"('REDHILL', 395)"
720 ANG MO KIO AVE 6,"['1.37180102410534', '103.84699031799']","['ANG MO KIO', 'YIO CHU KANG']",ANG MO KIO,YIO CHU KANG,1.36993284962262,103.84955809232,1.38175587099132,103.84494727118,"('ANG MO KIO', 348)"
705 ANG MO KIO AVE 8,"['1.37043722990379', '103.847515505343']","['ANG MO KIO', 'YIO CHU KANG']",ANG MO KIO,YIO CHU KANG,1.36993284962262,103.84955809232,1.38175587099132,103.84494727118,"('ANG MO KIO', 232)"
705 ANG MO KIO AVE 8,"['1.37043722990379', '103.847515505343']","['ANG MO KIO', 'MAYFLOWER']",ANG MO KIO,MAYFLOWER,1.36993284962262,103.84955809232,1.37146318831015,103.836567766945,"('ANG MO KIO', 232)"
203 BEDOK NTH ST 1,"['1.32574461342215', '103.929194613757']","['BEDOK', 'KEMBANGAN']",BEDOK,KEMBANGAN,1.32397996868158,103.929984495066,1.3210381335934,103.912947930851,"('BEDOK', 308)"
203 BEDOK NTH ST 1,"['1.32574461342215', '103.929194613757']","['BEDOK', 'BEDOK RESERVOIR']",BEDOK,BEDOK RESERVOIR,1.32397996868158,103.929984495066,1.33660782955099,103.932234623286,"('BEDOK', 308)"
766 CHOA CHU KANG NTH 5,"['1.39359497879484', '103.749696232859']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 542)"
790 CHOA CHU KANG NTH 6,"['1.39593012616265', '103.749730898271']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 318)"
767 CHOA CHU KANG ST 54,"['1.39381403543098', '103.749398690897']","['YEW TEE', 'CHOA CHU KANG']",YEW TEE,CHOA CHU KANG,1.39753506936297,103.747405150236,1.38536316540225,103.744370779756,"('YEW TEE', 537)"
355 KANG CHING RD,"['1.33857345707862', '103.72083578038']","['LAKESIDE', 'CHINESE GARDEN']",LAKESIDE,CHINESE GARDEN,1.34425911493819,103.720949087456,1.34235282081401,103.732596738363,"('LAKESIDE', 704)"
354 KANG CHING RD,"['1.33915787764726', '103.720931354106']","['LAKESIDE', 'CHINESE GARDEN']",LAKESIDE,CHINESE GARDEN,1.34425911493819,103.720949087456,1.34235282081401,103.732596738363,"('LAKESIDE', 642)"
108 HOUGANG AVE 1,"['1.35277219646669', '103.890098621423']","['EUNOS', 'PAYA LEBAR']",EUNOS,PAYA LEBAR,1.31978354916088,103.903225807255,1.3172473854035,103.892260753884,"('EUNOS', 3406)"
108 HOUGANG AVE 1,"['1.35277219646669', '103.890098621423']","['KOVAN', 'SERANGOON']",KOVAN,SERANGOON,1.36017917065237,103.885064856353,1.35063361526525,103.872771660431,"('KOVAN', 1021)"
108 HOUGANG AVE 1,"['1.35277219646669', '103.890098621423']","['KOVAN', 'BARTLEY']",KOVAN,BARTLEY,1.36017917065237,103.885064856353,1.34250117805245,103.880177899184,"('KOVAN', 1021)"
653 JLN TENAGA,"['1.33289023437904', '103.907466873855']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1352)"
653 JLN TENAGA,"['1.33289023437904', '103.907466873855']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 356)"
670 JLN DAMAI,"['1.33251871785385', '103.908283298037']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1362)"
670 JLN DAMAI,"['1.33251871785385', '103.908283298037']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 323)"
656 JLN TENAGA,"['1.33370804056258', '103.907540967141']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1445)"
656 JLN TENAGA,"['1.33370804056258', '103.907540967141']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 314)"
45 TELOK BLANGAH DR,"['1.27175707090153', '103.809560438327']","['REDHILL', 'TIONG BAHRU']",REDHILL,TIONG BAHRU,1.28963453412887,103.81674097205,1.28610253615775,103.827445112419,"('REDHILL', 2070)"
45 TELOK BLANGAH DR,"['1.27175707090153', '103.809560438327']","['HARBOURFRONT', 'REDHILL']",HARBOURFRONT,REDHILL,1.26538938374901,103.821530157095,1.28963453412887,103.81674097205,"('HARBOURFRONT', 1176)"
45 TELOK BLANGAH DR,"['1.27175707090153', '103.809560438327']","['TELOK BLANGAH', 'LABRADOR PARK']",TELOK BLANGAH,LABRADOR PARK,1.27070647717762,103.809761611219,1.27225417749656,103.802631578766,"('TELOK BLANGAH', 140)"
661 JLN DAMAI,"['1.33447671801249', '103.907884878854']","['KEMBANGAN', 'EUNOS']",KEMBANGAN,EUNOS,1.3210381335934,103.912947930851,1.31978354916088,103.903225807255,"('EUNOS', 1538)"
661 JLN DAMAI,"['1.33447671801249', '103.907884878854']","['KAKI BUKIT', 'UBI']",KAKI BUKIT,UBI,1.33496735995428,103.908459338046,1.32997425973974,103.899226655439,"('KAKI BUKIT', 224)"
84B LOR 2 TOA PAYOH,"['1.33576502294173', '103.846802632068']","['TOA PAYOH', 'BRADDELL']",TOA PAYOH,BRADDELL,1.33262928096888,103.847502198048,1.3404690010277,103.846799083148,"('TOA PAYOH', 368)"
81B LOR 4 TOA PAYOH,"['1.33596976405301', '103.849776847105']","['TOA PAYOH', 'BRADDELL']",TOA PAYOH,BRADDELL,1.33262928096888,103.847502198048,1.3404690010277,103.846799083148,"('TOA PAYOH', 536)"
81A LOR 4 TOA PAYOH,"['1.33565835661833', '103.850077576299']","['TOA PAYOH', 'BRADDELL']",TOA PAYOH,BRADDELL,1.33262928096888,103.847502198048,1.3404690010277,103.846799083148,"('TOA PAYOH', 535)"
371 WOODLANDS AVE 1,"['1.43228225812656', '103.786714412457']","['WOODLANDS', 'MARSILING']",WOODLANDS,MARSILING,1.43605761708128,103.787938777173,1.43252114855026,103.774074641403,"('WOODLANDS', 413)"
371 WOODLANDS AVE 1,"['1.43228225812656', '103.786714412457']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 413)"
891B WOODLANDS DR 50,"['1.43791227793029', '103.79053981455']","['WOODLANDS', 'ADMIRALTY']",WOODLANDS,ADMIRALTY,1.43605761708128,103.787938777173,1.44058856161847,103.800990519771,"('WOODLANDS', 411)"
894C WOODLANDS DR 50,"['1.43563853621561', '103.790326073447']","['WOODLANDS', 'ADMIRALTY']",WOODLANDS,ADMIRALTY,1.43605761708128,103.787938777173,1.44058856161847,103.800990519771,"('WOODLANDS', 332)"
894C WOODLANDS DR 50,"['1.43563853621561', '103.790326073447']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 332)"
703 WOODLANDS DR 40,"['1.4409565628088', '103.796576586484']","['ADMIRALTY', 'WOODLANDS']",ADMIRALTY,WOODLANDS,1.44058856161847,103.800990519771,1.43605761708128,103.787938777173,"('ADMIRALTY', 496)"
707 WOODLANDS DR 40,"['1.44061701971721', '103.79664662375']","['ADMIRALTY', 'WOODLANDS']",ADMIRALTY,WOODLANDS,1.44058856161847,103.800990519771,1.43605761708128,103.787938777173,"('ADMIRALTY', 463)"
704 WOODLANDS DR 40,"['1.44058061315975', '103.796236000002']","['ADMIRALTY', 'WOODLANDS']",ADMIRALTY,WOODLANDS,1.44058856161847,103.800990519771,1.43605761708128,103.787938777173,"('ADMIRALTY', 497)"
366 WOODLANDS AVE 5,"['1.43374240160648', '103.787381727991']","['WOODLANDS', 'MARSILING']",WOODLANDS,MARSILING,1.43605761708128,103.787938777173,1.43252114855026,103.774074641403,"('WOODLANDS', 266)"
366 WOODLANDS AVE 5,"['1.43374240160648', '103.787381727991']","['WOODLANDS', 'WOODLANDS SOUTH']",WOODLANDS,WOODLANDS SOUTH,1.43605761708128,103.787938777173,1.42739605281442,103.79326432221,"('WOODLANDS', 266)"
450A TAMPINES ST 42,"['1.35836068985971', '103.952252183481']","['TAMPINES', 'PASIR RIS']",TAMPINES,PASIR RIS,1.35330167637376,103.945144586749,1.37304331635804,103.949284527763,"('TAMPINES', 978)"
450A TAMPINES ST 42,"['1.35836068985971', '103.952252183481']","['TAMPINES EAST', 'TAMPINES']",TAMPINES EAST,TAMPINES,1.35619148271544,103.9546344625,1.35330167637376,103.945144586749,"('TAMPINES EAST', 447)"
498J TAMPINES ST 45,"['1.36323538538961', '103.956894060229']","['PASIR RIS', 'TAMPINES']",PASIR RIS,TAMPINES,1.37304331635804,103.949284527763,1.35330167637376,103.945144586749,"('TAMPINES', 1649)"
498J TAMPINES ST 45,"['1.36323538538961', '103.956894060229']","['TAMPINES EAST', 'PASIR RIS']",TAMPINES EAST,PASIR RIS,1.35619148271544,103.9546344625,1.37304331635804,103.949284527763,"('TAMPINES EAST', 859)"
498H TAMPINES ST 45,"['1.36295791496804', '103.957515257339']","['PASIR RIS', 'TAMPINES']",PASIR RIS,TAMPINES,1.37304331635804,103.949284527763,1.35330167637376,103.945144586749,"('TAMPINES', 1625)"
