ds_x,Quarter,year,5 year bond yields,Core inflation,"Lime, Cement, & Fabricated Construction Materials Excl Glass & Clay Materials",Clay Construction Materials & Refractory Construction Materials,GDPm (Current Prices),Personal Income m,GDP per capita,Unemployment Rate,Median Household Inc,ResidentPopulation,ResidentPopulation_Growth_Rate
2028-03-01,Q1 2028,2028,2.2087639225773543,113.77339945535941,156.31364958255756,154.203826909338,187509.36439182344,88912.66970875395,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-04-01,Q2 2028,2028,2.204637064038217,113.91049079282499,156.83079875563058,154.4622403959502,186432.32050510787,89219.9958654866,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-05-01,Q2 2028,2028,2.3366664543164966,113.9716378376778,157.04611712038934,154.48519300584297,186432.32050510787,89219.9958654866,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-06-01,Q2 2028,2028,2.36721862273256,113.97988013313127,156.7956403837909,155.6810821489593,186432.32050510787,89219.9958654866,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-07-01,Q3 2028,2028,2.3148984753161552,114.19117836050212,157.89321224380208,156.17931136091815,189269.94544725597,89843.87951564322,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-08-01,Q3 2028,2028,2.3796425333201863,114.34320533186353,157.62896309461212,156.43110157970648,189269.94544725597,89843.87951564322,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-09-01,Q3 2028,2028,2.4389148272418097,114.42717115405986,159.0984263338411,156.60802516843793,189269.94544725597,89843.87951564322,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-10-01,Q4 2028,2028,2.3629427760975434,114.61296724735546,158.44722116258305,156.80690818586794,193328.52544325555,90523.50391872163,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-11-01,Q4 2028,2028,2.3759643947192353,114.83397607331364,159.72809627689278,157.36220660781973,193328.52544325555,90523.50391872163,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2028-12-01,Q4 2028,2028,2.3653659857039435,114.94106781386256,160.46330457039736,157.7891808162356,193328.52544325555,90523.50391872163,102443.97965392454,2.56160505162194,10229.16903965726,4237087.43444254,0.49926579671000226
2029-01-01,Q1 2029,2029,2.4096422046126316,115.11416321598145,159.34215627512103,157.83046003327232,193640.20072324082,91454.5053498543,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-02-01,Q1 2029,2029,2.4168058466078866,115.2394368299941,159.5760003139105,158.37476821724619,193640.20072324082,91454.5053498543,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-03-01,Q1 2029,2029,2.3313646404258397,115.31994154862522,160.87061390154017,159.18787936128825,193640.20072324082,91454.5053498543,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-04-01,Q2 2029,2029,2.293410406214059,115.48134056208158,160.8786630302005,159.3659627545741,194463.34945056966,92310.64966998206,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-05-01,Q2 2029,2029,2.385691398835628,115.5168139671819,161.56967158203028,159.63043084443302,194463.34945056966,92310.64966998206,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-06-01,Q2 2029,2029,2.412450893838161,115.52738727605326,161.51366731893174,160.54956947889713,194463.34945056966,92310.64966998206,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-07-01,Q3 2029,2029,2.388290995065556,115.79063674744913,162.34900036982992,161.0316564334958,197065.4819480521,92949.8973100266,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-08-01,Q3 2029,2029,2.4610437265870324,115.93909130686698,162.37716183149934,161.40231275883167,197065.4819480521,92949.8973100266,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-09-01,Q3 2029,2029,2.5070457911075787,116.02217163462959,163.51670323313394,161.6804053631037,197065.4819480521,92949.8973100266,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-10-01,Q4 2029,2029,2.450710991671553,116.20471651672129,163.10457880340647,161.91432213076558,200622.85553199652,93672.65151263934,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-11-01,Q4 2029,2029,2.446558749659305,116.32397511169715,164.18773746542226,162.24950202431515,200622.85553199652,93672.65151263934,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2029-12-01,Q4 2029,2029,2.4402215489975707,116.4945194532563,164.61702611945944,162.59343253858515,200622.85553199652,93672.65151263934,105611.29551867151,2.4355626490412403,10467.797200485295,4260580.043373408,0.5544518326410008
2030-01-01,Q1 2030,2030,2.4561266096530363,116.72044359802557,163.95299578243763,162.89786246082423,200415.18288928596,94395.21142511598,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-02-01,Q1 2030,2030,2.455131088614119,116.86995221368969,164.57262733766126,163.36013223134862,200415.18288928596,94395.21142511598,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-03-01,Q1 2030,2030,2.4544576864960987,116.86542108155894,165.41406278796973,164.1710672842927,200415.18288928596,94395.21142511598,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-04-01,Q2 2030,2030,2.3811858218096384,117.05172053478984,164.92412136744252,164.27104751861597,202488.67114707996,95401.7534769968,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-05-01,Q2 2030,2030,2.4339059968138703,117.06193717213299,166.10210798620338,164.774336259754,202488.67114707996,95401.7534769968,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-06-01,Q2 2030,2030,2.457880584811837,117.07595822406564,166.23441242119472,165.41416321622918,202488.67114707996,95401.7534769968,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-07-01,Q3 2030,2030,2.4623204412657302,117.3910240940027,166.80558045427918,165.88572142785827,204864.06877152357,96055.91689719539,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-08-01,Q3 2030,2030,2.542639216669558,117.53500419986233,167.12446188767498,166.37762674310807,204864.06877152357,96055.91689719539,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-09-01,Q3 2030,2030,2.5752982796848456,117.61661557640502,167.93224554706745,166.754959875877,204864.06877152357,96055.91689719539,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-10-01,Q4 2030,2030,2.5384081578521407,117.79472146890384,167.75992659901075,167.01836718010208,207919.029433799,96822.88727717493,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-11-01,Q4 2030,2030,2.516785423517598,117.81345423621521,168.64136195031628,167.13228972130887,207919.029433799,96822.88727717493,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2030-12-01,Q4 2030,2030,2.5145731465690226,118.04988477964592,168.7754715275248,167.39978046279413,207919.029433799,96822.88727717493,109279.95278742301,2.471408984961518,10681.435297124515,4292189.378874064,0.7419021630592271
2031-01-01,Q1 2031,2031,2.502325156941418,118.3281811280454,168.5768968423896,167.96827916666635,207185.51310381948,97335.41371179587,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-02-01,Q1 2031,2031,2.4944593099353183,118.49998806285426,169.5702373616205,168.34541399098572,207185.51310381948,97335.41371179587,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-03-01,Q1 2031,2031,2.5779804144896348,118.4098601947257,169.9440249764869,169.15338101682235,207185.51310381948,97335.41371179587,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-04-01,Q2 2031,2031,2.4679329715545335,118.62165111334438,168.96775140608634,169.17752143520394,210506.72893898314,98493.02121451916,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-05-01,Q2 2031,2031,2.481339498257013,118.60705272374173,170.64351791409405,169.91675564747095,210506.72893898314,98493.02121451916,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-06-01,Q2 2031,2031,2.503544855772957,118.62562382667768,170.957684357754,170.27497485057063,210506.72893898314,98493.02121451916,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-07-01,Q3 2031,2031,2.5369877719989824,118.99230358462724,171.26291570803318,170.74167172200347,212664.57409514004,99161.69794196938,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
2031-08-01,Q3 2031,2031,2.6244154969365914,119.13089943049661,171.87064372902515,171.35704151501406,212664.57409514004,99161.69794196938,111375.16563876334,2.524067892913324,10921.276187089918,4318509.792351008,0.6132164998704726
